brand_code,brand_description
11557,"Nestabs"
11558,"Tri-Dec"
11559,"Comtrex Cold and Flu Maximum Strength Tablet"
11560,"Fast Acting Mylanta"
11561,"Mylanta Ultra"
11562,"Mylanta Gelcap"
11563,"Lustra"
11564,"Amerge"
11565,"Orgaran"
11566,"Ammonium Lactate"
11567,"Cytra-2"
11568,"Cytra-3"
11569,"Cytra-K"
11570,"Fluor-A-Day"
11571,"Iophen NR"
11572,"Iophen DM NR"
11573,"Mag-Delay"
11574,"Nestabs CBF"
11575,"Pinworm Medicine"
11576,"Prandin"
11577,"Polytine CS"
11578,"Singulair"
11579,"Protuss DM"
11580,"Rectocort HC"
11581,"Tuss Tan"
11582,"Tuss Tan Pediatric"
11583,"Alophen (obsolete)"
11584,"Chromatinic"
11585,"Iromin G"
11586,"Vanicream"
11587,"Vanicream Lite"
11588,"Anuzone HC"
11589,"Cerovite Junior"
11590,"Vitafol PN"
11591,"Vita-Ret-Folic 500"
11592,"Mega B"
11593,"Bee-Zee"
11594,"Fem-Natal"
11595,"Robathol"
11596,"Butorphanol Tartrate"
11597,"Norwich Aspirin"
11598,"Black Draught"
11599,"Paromycin"
11600,"Alprostadil"
11601,"Adenosine-5-Triphosphate Disodium"
11602,"Chlorcyclizine Hydrochloride"
11603,"Carbatrol"
11604,"Acticin"
11605,"Anadrol-50"
11606,"Colax"
11607,"Detrol"
11608,"Diovan HCT"
11609,"Aquaphilic"
11610,"Ergocaf-PB"
11611,"Migracet-PB"
11612,"E-Caff P-B"
11613,"Duragal-S"
11615,"Dura-Ron DM"
11616,"Tronolane Suppositories"
11618,"Hemorid Ointment"
11619,"Hemorid Maximum Strength"
11620,"Refludan"
11621,"Naltrexone Hydrochloride"
11622,"Trivora"
11623,"Caffeine Citrate"
11624,"Alphaquin HP"
11625,"Trisofed"
11626,"Renacidin Irrgiation"
11627,"Ami-Natal Plus One Improved"
11629,"Aminatal Plus New Formula"
11630,"Prenatal Rx with Betacarotene"
11631,"Prenatal Plus with 27 mg Iron"
11632,"Alrex"
11633,"Lotemax"
11634,"Haloperidol Decanoate"
11635,"Flovent Rotadisk"
11636,"Opticrom"
11637,"Viagra"
11638,"Azopt"
11639,"Obegyn"
11640,"Magonate Natal"
11641,"Nicotinex"
11642,"Hydrocodone CP"
11643,"Hydrocodone HD"
11644,"Hydrophene DH"
11645,"Promethazine VC Plain"
11647,"Tetra Tannate Pediatric"
11648,"Lubrex"
11649,"TriCor"
11650,"U-Lactin"
11651,"Cosopt"
11652,"Magnebind-300 (obsolete)"
11653,"Droxia"
11654,"Cutar"
11655,"Dimetapp Decongestant and Cough"
11656,"Robitussin Cold and Cough"
11657,"Dr.s Cream"
11658,"Fluori-Methane"
11659,"Actonel"
11660,"Atuss DM"
11661,"Atuss G"
11662,"Mission Prenatal"
11663,"Mission Prenatal FA"
11664,"Mission Prenatal HP"
11665,"Compete"
11666,"Maxilube"
11667,"Mynatal Z"
11668,"Mynatal Plus"
11669,"Myferon 150 Forte"
11670,"Mynatal Ultracap"
11671,"Myvitalife"
11672,"Tretinoin Topical"
11673,"Prenatal Plus Iron"
11674,"Micatin Cooling Action"
11675,"Folgard"
11676,"Analgesic Balm with Capsaicin"
11677,"Dermatol 10"
11678,"Nu Soap"
11679,"Cortisporin-TC"
11680,"Aquavite-E"
11681,"Bromadine-DM"
11682,"Cydec-DM Drops"
11683,"Mag-G"
11684,"Tri-P Oral Infant Drops"
11685,"Formula Twenty-One"
11686,"Mi-C-T"
11687,"Thera M"
11688,"Thera Hematinic"
11689,"Octycine-100"
11690,"Octycine-250"
11691,"Prenatal 1 Plus 1"
11692,"Sinustab"
11693,"Xeloda"
11695,"Drixoral Cold and Allergy"
11696,"Cromolyn Sodium Ophthalmic"
11697,"Pacerone"
11698,"Urso"
11699,"Elta Tar"
11700,"I-Sense"
11701,"Aggrastat"
11702,"Zemplar"
11703,"Simulect"
11704,"Euthyrox"
11705,"Phentolamine Mesylate"
11706,"Roxanol-T"
11707,"Triactin"
11708,"Monarc-M (obsolete)"
11709,"Hydrocortisone-Iodoquinol"
11710,"Integrilin"
11711,"Diflorasone Diacetate"
11712,"Touro Allergy"
11713,"Diphtheria-Tetanus Toxoids, Pediatric (obsolete)"
11715,"ActHib with DPT (obsolete)"
11717,"Havrix Pediatric (obsolete)"
11718,"Tetanus Toxoid"
11719,"Eldertonic"
11720,"Evac-U-Gen"
11721,"Med-RX"
11722,"Med-RX DM"
11723,"Tri-Gestan S"
11724,"Tri-Hist Pediatric"
11725,"Vasocine"
11726,"Unicomplex M"
11727,"Natalcare Plus"
11728,"Micatin Jock Itch"
11729,"Magnebind-200 (obsolete)"
11730,"Allerest Maximum Strength"
11731,"Rebetron"
11732,"Atacand"
11733,"Codituss DH"
11734,"H-C Tussive D"
11735,"Iophen-C NR"
11736,"Cervical Amino Acid"
11737,"Durasal II (obsolete)"
11740,"Hemocyte Plus"
11741,"Multihist D"
11742,"Profen II DM (obsolete)"
11743,"Diltia XT"
11744,"Non-Aspirin Childrens Cold"
11745,"Pronemia"
11746,"Ru-Lets M 500"
11747,"Carbic-D"
11748,"Synagis"
11751,"Maxalt"
11752,"Cipro HC"
11753,"DAUNOrubicin Hydrochloride"
11754,"Panglobulin"
11755,"Maxalt-MLT"
11756,"Acnotex"
11757,"Advil Liquigel"
11758,"Belladonna Tincture"
11759,"Belladonna Leaf, Fluid Extract"
11760,"Beta Med"
11761,"Calcium Lactate Monohydate"
11762,"Calcium Lactate Pentahydrate"
11763,"GG-Cen"
11764,"Mircette"
11765,"Panlor DC (obsolete)"
11766,"Nasabid SR"
11767,"Panmist LA"
11768,"Panmist JR"
11769,"Panmist DM(obsolete)"
11770,"Pannaz (obsolete)"
11771,"Vanex Forte-R"
11773,"Vi-Stress with Iron"
11774,"Fumatinic"
11775,"Therems H"
11776,"Theradex Hematinic"
11777,"Sucraid"
11778,"Prenatal 1 Plus 1 (Low Iron)"
11779,"Char-Flo with Sorbitol (obsolete)"
11780,"Comtrex Cold and Flu Maximum Strength Liquid"
11781,"Lanaphilic with Urea"
11782,"Apatate"
11783,"Apatate Forte"
11784,"Respa-A.R.M."
11785,"Respirol"
11786,"Pinworm Caplets"
11787,"Tolfrinic"
11788,"Nu-Iron V"
11790,"Moisturin"
11791,"Hydrated Petrolatum"
11792,"Constant Care Vaseline"
11793,"Cam"
11794,"Aqua Lacten"
11795,"Cutemol"
11796,"Carrington Foot and Body"
11797,"Carrington Skin Balm"
11798,"Beta Care"
11799,"Elta Seal Skin Protectant"
11800,"Ointment Base"
11801,"Cream Base"
11802,"Gerimed Vitamins and Minerals"
11803,"Betamide"
11804,"Chigger-Tox"
11805,"T-Vites"
11806,"Celexa"
11807,"KIE"
11808,"Pretz-D"
11811,"Cortane-B"
11812,"Tri-Otic"
11813,"Vanex Grape"
11814,"Panritis Forte"
11815,"Oti-Med"
11816,"Otomar HC"
11817,"Otozone"
11819,"Hyalgan"
11820,"Teslascan"
11821,"Lanaphilic"
11822,"Butterfly Alcohol Pad"
11823,"Nutraderm-30"
11824,"Ostiderm"
11826,"Prenatal MTR with Selenium"
11827,"Aquaphilic with Urea"
11828,"Labetalol Hydrochloride"
11829,"Daily Combo"
11830,"Nitro TD Patch-A"
11831,"Fruity Chews with Iron"
11832,"Feocyte"
11833,"Hemocyte-C"
11834,"Dermalab Skin Cream"
11835,"Dermalab Soap"
11836,"Prolex DM"
11837,"Combipatch"
11838,"Diclofenac Potassium"
11839,"Levlite"
11840,"Natalcare Rx"
11841,"Protuss-D"
11842,"Codituss DM"
11843,"Rescon MX(obsolete)"
11844,"Liquituss HD"
11845,"Thalomid"
11846,"Remicade"
11847,"Super High Vitamins and Minerals"
11848,"Lipram"
11849,"Hydrocortisone Valerate"
11850,"Diclofenac Sodium Ophthalmic"
11851,"Pancrecarb MS-8"
11852,"Amrinone Lactate"
11853,"Benadryl Allergy Sinus Headache"
11854,"Drituss HD"
11855,"Duradryl"
11856,"Opium Deodorized"
11857,"Vita-PMS"
11858,"Vita-PMS Plus"
11859,"Minit Rub"
11860,"Curel Ultra Pro"
11861,"Emagrin"
11862,"Emagrin Forte"
11863,"R A Acne"
11864,"Ela-Max"
11865,"Konsyl for Kids"
11866,"TBC"
11867,"Lurline PMS"
11869,"Colrex"
11870,"Arava"
11872,"High B Complex"
11873,"Histine-D"
11874,"Nutropin AQ"
11875,"Preven EC"
11876,"Saleto-D"
11877,"Sebasorb"
11878,"SLT"
11879,"Tarsum"
11880,"Tricodene Sugar Free"
11881,"X-Seb T Plus"
11883,"Goodys Extra Strength"
11884,"Sustiva"
11885,"Ferocon"
11886,"Formulation R"
11887,"DDAVP Nasal"
11888,"Mephobarbital"
11889,"Emla Anesthetic Disc"
11890,"Hygenic Cleansing Pad"
11891,"Morphine IR"
11892,"Aloe Vesta 2 in 1 Antifungal"
11893,"Herceptin"
11894,"Emersal"
11895,"Anaplex DM"
11896,"X-Seb Plus"
11897,"Panhematin"
11898,"RotaShield"
11899,"Ocuhist"
11900,"Opcon-A"
11901,"Epilyt"
11902,"Atuss EX"
11903,"Valstar"
11906,"Benzedrex"
11907,"Vicks Vapor Inhaler"
11908,"Antivenin (Micrurus Fulvius)"
11909,"Allfen-DM"
11911,"Prenavite FC"
11912,"Prenavite PC"
11913,"Sinutab Maximum Strength Sinus Allergy"
11914,"Vaseretic"
11915,"Anemagen"
11916,"Dura-Ron"
11917,"Duradal HD Plus"
11919,"Myfedrine"
11920,"Nitroquick"
11921,"Oxyfast"
11922,"Pepcid RPD"
11923,"Claritin Redi-Tab"
11924,"Claritin Reditab"
11925,"Nasalcrom Child"
11926,"Romilar AC"
11927,"S-Pack DM"
11928,"Tussive HC"
11929,"Leuprolide Acetate"
11930,"Copper Gluconate"
11931,"Ecotrin"
11932,"Acuprin 81"
11933,"Epitol"
11934,"HT Tuss DM"
11935,"Lupron Depot-Gyn"
11936,"Prenatal Optima"
13913,"Micardis"
13914,"SonoRx"
13915,"Enbrel"
13916,"Renagel"
13917,"Actiq"
13918,"Colace Glycerin Suppositories"
13919,"Inderide"
13920,"SulfADIAZINE Sodium"
13921,"Guai-Co"
13922,"Diabetic Tus with Codeine"
13923,"Iophen"
13924,"Iophen-C NF"
13925,"M-Clear (obsolete)"
13926,"Monafed DM"
13927,"Multi-Hist DM"
13930,"Pancron 10"
13931,"Phenoptic"
13932,"Quindal Expectorant"
13933,"Tonojug"
13934,"Tonopaque"
13936,"Triprolidine-C"
13937,"Tusshistine CS"
13938,"Dextran 75 in 0.9% Sodium Chloride"
13939,"Donnamar"
13940,"Ifosfamide/mesnex (obsolete)"
13941,"Teramine"
13942,"Laniroif"
13944,"Orasol Liquid"
13945,"Hydrocodone Bitartrate"
13948,"Therevac Plus"
13949,"Zilactin"
13950,"Candin"
13957,"Topamax Sprinkle"
13958,"Tussi-12 (obsolete)"
13960,"Amiodarone Hydrochloride"
13961,"Nilandron"
13962,"Amikacin Sulfate-Sodium Chloride"
13963,"Dextran-HM"
13964,"Inpersol with 1.5% Dextrose"
13965,"Inpersol with 4.25% Dextrose"
13966,"Inpersol with 2.5% Dextrose"
13967,"Genapap C"
13968,"Icaps TR"
13969,"Iodine Mild"
13970,"Prefrin"
13971,"Lice Treatment Maximum Strength"
13972,"Muco-Fen 1200"
13973,"Esclim (obsolete)"
13974,"Ringers Irrigation"
13975,"Theragenerix"
13976,"Testro-L.A."
13977,"Edex Refill"
13978,"Triactin Expectorant"
13979,"Silaminic Expectorant"
13980,"Plegisol (obsolete)"
13981,"Vi-Atro"
13982,"Demulen 1/35"
13983,"Zovia"
13984,"Nordette"
13985,"Triphasil"
13986,"Alesse"
13987,"Nelova"
13988,"Genora"
13989,"Ovcon"
13990,"Necon"
13991,"Jenest"
13992,"Demulen 1/50"
13993,"Sangcya"
13994,"Histamine Phosphate"
13995,"Allergy Medicine Antihistamine"
13996,"Cold and Allergy DM"
13997,"Triactin Syrup"
13998,"Pediatric Nasal Decongestant"
13999,"Childrens Multi-symptom Plus Cough"
14000,"Childrens Night Time"
14001,"Childrens NyQuil"
14002,"DayQuil"
14003,"Day Time"
14004,"Day Time Multi Symptom"
14005,"Hydrocortisone Maximum Strength"
14008,"PerioChip"
14009,"Periostat"
14010,"Ziagen"
14011,"Psorcon E"
14012,"Cernevit"
14013,"Liver"
14016,"Ditropan XL"
14017,"Biolon"
14018,"Cardizem Lyo-Ject"
14020,"Celebrex"
14021,"LYMErix"
14022,"Provigil"
14023,"Acyclovir Sodium"
14024,"Timolol Maleate, Ophthalmic"
14025,"Timolol Hemihydrate, Ophthalmic"
14026,"Duraganidin NR"
14027,"Fluor-I-Strip"
14028,"Luminal"
14029,"Phenytoin, Extended Release"
14030,"Sandostatin LAR Depot"
14031,"Lidocaine Hydrochloride"
14032,"Metronidazole Benzoate"
14035,"Trovan/Zithromax Compliance Pak"
14036,"Pletal"
14037,"Kristalose"
14038,"Zebutal"
14039,"Sennalax"
14040,"Lubrifair"
14041,"Hydro-Tuss DM"
14042,"Prompt Relief"
14043,"Prep-Hem"
14046,"Brompheniramine/Dextromethorphan/Phenylpropanolamine"
14047,"Ru-Tab"
14048,"Hyosol"
14049,"Embeline E"
14050,"Epivir HBV"
14051,"Glyset"
14052,"Vitravene"
14053,"Acetaminophen-Butalbital"
14054,"Codafed"
14055,"Codafed Pediatric"
14056,"Desmopressin Acetate Nasal"
14057,"Dexatrim Caffeine Free"
14058,"Gynodiol"
14059,"Visine Tears"
14060,"Zofran ODT"
14061,"Selsun Blue 2 in 1"
14062,"Selsun Blue Balanced Treatment"
14063,"Selsun Blue Moisturizing Treatment"
14064,"Mylanta AR"
14065,"Zilactin-B"
14066,"Charcoaid"
14067,"Charcoal Plus DS"
14068,"Carmex"
14069,"Chloraseptic"
14070,"Rescon Liquid"
14071,"Histex"
14072,"Histex PD"
14073,"Esoterica"
14074,"Porcelana"
14075,"Esoterica Sensitive Skin"
14076,"Esoterica with Sunscreen"
14077,"Geritol Complete"
14078,"Geritol Extend"
14079,"Hytuss 2X"
14080,"Herpecin-L"
14081,"Lactaid Ultra"
14082,"Lactase Extra Strength"
14083,"Peroxyl"
14084,"Nu-Iron Plus"
14085,"Oil of Olay"
14086,"Orajel Mouth Aid"
14087,"Dewees Carminative"
14088,"Phisoderm for Baby"
14089,"Humist"
14092,"Ontak"
14093,"Panretin"
14094,"MetroLotion"
14095,"Novarel"
14096,"Poly D"
14097,"Sea Soft"
14098,"Perimax Perio Rinse"
14099,"Paxil CR"
14100,"Priftin"
14101,"Gyne-Lotrimin 3 Day Cream"
14103,"Thyrogen"
14110,"Betadine Plus Antibiotic and Pain Reliever"
14111,"Ferrlecit"
14112,"Pentaspan"
14113,"MiraLax (obsolete)"
14114,"Kutapressin"
14115,"Feridex"
14116,"Neosporin Plus Maximum Strength (obsolete)"
14117,"Tylenol with Codeine #2"
14118,"Tylenol with Codeine #3"
14119,"Tylenol with Codeine #4"
14120,"Micatin Foot Spray Deodorant Powder"
14121,"GlucaGen"
14122,"Anbesol Cold Sore"
14123,"Ry-Tuss"
14124,"Ry-Tuss Pediatric"
14125,"Verelan PM"
14126,"Drituss DM"
14127,"Luxiq"
14129,"Pyridium Plus"
14130,"Benadryl Dye Free (obsolete)"
14131,"Colloidal Oatmeal"
14132,"Colyte with Flavor Packs"
14133,"Duradryl JR"
14141,"Pedia-Pop Palsicles"
14142,"Lamisil AT Jock Itch"
14143,"Lamisil AT Athletes Foot"
14144,"Theravim M"
14145,"Gynazole 1"
14146,"Icy Hot with Capsaicin"
14147,"Simply Sleep"
14155,"Lazersporin-C"
14156,"Nabi-HB"
14177,"Hemorrhoidal"
14178,"Xopenex"
14179,"Propofol"
14180,"Cholestin (obsolete)"
29919,"Agenerase"
29920,"Drawing Out Salve"
29921,"Fluzone PFS"
29922,"Nystatin Vaginal"
29923,"Sodium Fluoride Topical"
29924,"Dimethyl Sulfoxide Topical"
29925,"Mycostatin Topical"
29926,"Beelith"
29927,"Avalide"
29928,"Flor-DAC"
29929,"Renocal-76"
29930,"Rynatan(obsolete)"
29932,"Xenical"
29933,"Vivelle-Dot"
29934,"Cenestin"
30225,"Liquidbid LA"
30226,"Liquibid-D LA (obsolete)"
30227,"Liquidbid 1200"
30228,"Fluorabon (obsolete)"
30229,"Rhinall"
30230,"Lidoderm"
30264,"Cardizem Monovial"
30265,"Rutuss"
30267,"N Ice Citrus"
30269,"N Ice Eucalyptus"
30862,"Neosporin Plus Maximum Strength Ointment"
30863,"Neosporin Plus Maximum Strength"
30864,"Mycitracin Plus Pain Reliever"
30865,"Lanabiotic"
30866,"Spectrocin Plus"
30867,"Antibiotic with Pramoxine"
30868,"Triple Antibiotic Plus"
30870,"Feosol Caplet"
30871,"Fe 50"
30872,"Ferra-Cap"
30873,"Elemental Iron"
30874,"Carbonyl Iron"
30875,"N Ice Honey/Lemon"
30876,"Childrens Ibuprofen Berry"
30877,"Genacol Maximum Strength"
30878,"Pentoxil"
30879,"Methylin"
30880,"Propade"
30881,"Anemagen FA"
30883,"Vioxx"
30884,"Acidophilus with Pectin"
30885,"Opti-Free Rewetting Drops"
30886,"Visine AC"
30887,"Tears Naturale PM"
30889,"Avandia"
30982,"Poly-Histine-D Ped"
30983,"Quadra-Hist-D Ped (obsolete)"
30984,"Quadra-Hist-D"
30985,"Uni-Multihist D Ped"
30986,"Delhistine D Pediatric"
30987,"Nutraderm 30"
30988,"Edetate Calcium Disodium"
30989,"Rescon-GG"
30990,"Rescon-DM"
30992,"Hectorol"
30993,"Baygam"
30994,"Cartia XT"
30995,"Lustra-AF"
30997,"Ovide"
30999,"Proderm"
31000,"Brevoxyl Creamy Wash"
31001,"Ketoconazole"
31002,"Pemoline"
31003,"Zetacet"
31005,"Cardiotek"
31054,"Clobetasol Propionate Emollient"
31055,"Chromagen OB"
31056,"Guaifen CF"
31057,"Allerx Dose Pack"
31058,"Aquatab C (obsolete)"
31059,"Aquatab DM(obsolete)"
31060,"Aquatab D (obsolete)"
31063,"Aceon"
31064,"HC-Derma-Pax"
31065,"Derma-Pax"
31067,"Zaditor"
31068,"Norvir Soft Gelatin"
31069,"Ticlopidine Hydrochloride"
31070,"Tigan Adult"
31071,"Tigan Pediatric"
31072,"Benzocaine-Trimethobenzamide Adult"
31073,"Benzocaine-Trimethobenzamide Pediatric"
31074,"Tebamide"
31075,"Ti-Plex"
31076,"Triban"
31077,"Robitussin Honey Cough"
31078,"Silphen DM"
31079,"Pertussin DM"
31080,"Vicks 44 Cough Relief"
31081,"Aloprim"
31138,"Migranal"
31139,"Motrin Cold and Flu"
31141,"Actos"
31142,"Phenergan Fortis"
31143,"Cortizone-10 Plus"
31144,"Nascobal"
31145,"Cortic"
31146,"Florvite"
31147,"Florvite with Iron"
31148,"Strovite Forte"
31149,"Tussafed-HC"
31150,"Tussafed-EX"
31151,"Tussafed-LA"
31152,"ZE-Plus"
31153,"Vitafol"
31154,"Prodium"
31156,"Relenza"
31161,"Natatab CFe"
31162,"Natatab FA"
31163,"Prometrium"
31166,"Tussi-12(obsolete)"
31167,"Ryna-12"
31168,"Wellferon"
31169,"Ultranatal"
31170,"H 9600 SR"
31171,"Derma-Smoothe/FS Atopic Pak"
31172,"Ferragen"
31173,"Liqui-Tuss HD"
31174,"Protid"
31175,"Dianeal Low Calcium with 1.5% Dextrose"
31176,"Dianeal Low Calcium with 2.5% Dextrose"
31177,"Dianeal Low Calcium with 3.5% Dextrose"
31178,"Dianeal Low Calcium with 4.25% Dextrose"
31179,"Dianeal PD-2 with 2.5% Dextrose"
31180,"Dianeal PD-2 with 1.5% Dextrose"
31181,"Dianeal PD-2 with 3.5% Dextrose"
31182,"Dianeal PD-2 with 4.25% Dextrose"
31183,"Dianeal PD-1 with 4.25% Dextrose"
31184,"Dianeal PD-1 with 3.5% Dextrose"
31185,"Dianeal PD-1 with 2.5% Dextrose"
31186,"Dianeal PD-1 with 1.5% Dextrose"
31188,"Antagon"
31189,"Senna S"
31190,"Senna Plus"
31195,"Os-Cal 500 with D"
31196,"Phazyme Maximum Strength"
31270,"Terazosin Hydrochloride"
31276,"Chloraseptic Liquid"
31277,"Aciphex"
31278,"Sonata"
31279,"Temodar"
31280,"Chirocaine"
31281,"Cetaphil Moisturizing"
31282,"Maalox Quick Dissolve"
31283,"Maalox Quick Dissolve Maximum Strength"
31284,"Doans Pills Extra Strength"
31285,"Aloe Vesta 2 -n- 1"
31286,"Benzagel Wash (obsolete)"
31287,"Citrucel SF"
31288,"Infasurf"
31289,"Nausetrol"
31290,"Ex-Lax Gentle Strength"
31291,"LidaMantle"
31292,"Low-Ogestrel-28"
31293,"R-Tannamine Plus"
31294,"Tavist Allergy"
31295,"Tavist Sinus"
31296,"Teveten"
31297,"Drize"
31298,"Guaifen DM"
31299,"FIV-ASA"
31300,"Theraflu Maximum Strength"
31301,"Triaminic Softchew Cold and Cough"
31302,"Triaminic Softchew Throat Pain and Cough"
31303,"Triaminic Softchew Cold and Allergy"
31304,"Theraflu Chest and Cough"
31305,"Vitelle Irospan"
31306,"Vitelle Nestabs OTC"
31313,"Synercid"
31314,"Ellence"
31315,"Raplon"
31316,"Triaminic Cold and Fever"
31317,"Cleocin Ovules"
31416,"Cafcit"
31417,"Alamast"
31418,"Rapamune"
31419,"Anti-Gas"
31420,"Desenex Jock Itch"
31421,"Desenex Foot"
31422,"Natachew"
31423,"Rhinocort Aqua"
31424,"Premesis Rx"
31425,"Rx-Otic"
31426,"Maxi-Tuss DM"
31427,"Sotalol Hydrochloride"
31445,"Apri"
31447,"Tamiflu"
31448,"femhrt 1 mg/5 mcg"
31449,"Aromasin"
31450,"Comtan"
31451,"Ex-Tuss"
31452,"Esclim"
31453,"Carteolol Hydrochloride"
31454,"Monistat-1"
31455,"Monistat-1 Dual Pack"
31456,"Capsicum Oleoresin"
31522,"Bear-E-Yum GI"
31523,"Prenate Advanced Formula"
31524,"Touro CC"
31529,"Aggrenox"
31530,"Curosurf"
31531,"Lodosyn"
31532,"Glutofac-ZX"
31535,"Robitussin Honey Flu Nighttime"
31536,"Robitussin Honey Flu Non-Drowsy"
31537,"Reno-Dip"
31538,"Reno-30"
31539,"Isovue-M-300"
31542,"Hypotears Select"
31543,"Metadate ER"
31545,"Betaxolol Hydrochloride"
31546,"Keppra"
31547,"Aleve Cold and Sinus"
31548,"BuPROPion Hydrochloride"
31549,"Zeasorb-AF Lotion/Powder"
31550,"Palgic-DS"
31551,"Precare Conceive"
31552,"Oilatum-AD"
31553,"Liqui-Dualcitra"
31554,"Liqui-Sooth"
31555,"Estragyn LA 5"
31558,"Avelox"
31559,"Levulan Kerastick"
31560,"Despec-SF"
31620,"Alocril"
31623,"M-Zole 3"
31624,"Tequin"
31625,"Nutropin Depot"
31626,"CycloSPORINE"
31627,"Rondec-TR(obsolete)"
31628,"Penlac Nail Lacquer"
31634,"Percocet 10/650"
31635,"Percocet 7.5/500"
31636,"Percocet 2.5/325"
31638,"Accuretic"
31639,"Ortho-Prefest"
31640,"Targretin"
31641,"Precedex"
31649,"Humalog Mix 75/25"
31650,"Glycron"
31651,"Pentopak"
31652,"Primsol"
31743,"Digitek"
31744,"Trileptal"
31745,"BuSpar Dividose"
31746,"M.T.E.-4"
31747,"Cisplatin"
31748,"Dacarbazine"
31749,"Tussaminic"
31750,"Doxy 100"
31751,"HepFlush-10"
31752,"Evoxac"
31755,"Protonix"
31756,"Citracal Prenatal Rx"
31757,"Pseudoephedrine-Guaifenesin CP"
31758,"Pseudovent"
31759,"Pseudovent Ped"
31760,"Ex-Dec-TR"
31762,"Lotronex"
31763,"Kao-Tin(obsolete)"
31764,"Baza-Protect"
31765,"Icar"
31815,"AndroGel"
31816,"Prevnar (obsolete)"
31817,"Betapace AF(obsolete)"
31818,"Tri-Nasal"
31819,"Orphengesic Forte"
31820,"Orphengesic"
31821,"Cladribine"
31822,"Betaxon"
31823,"Solage"
31824,"Tikosyn"
31825,"OptiMARK"
31827,"MRV"
31828,"ICaps with Lutein and Zeaxan"
31829,"Biaxin XL"
31836,"Viadur"
31837,"Gas-X Maximum Strength"
31839,"Pancrecarb MS-4"
31840,"Citracal Plus with Magnesium"
31895,"Diaper Relief(obsolete)"
31896,"Ogestrel-28"
31898,"Zonegran"
31906,"Plan B"
31907,"Motrin Migraine Pain"
31908,"Coldec"
31909,"Coldec-TR"
31923,"Clobevate"
31924,"Lipram-UL 18"
31926,"Mobic"
31931,"Visudyne"
31932,"Zyvox"
31933,"Zyprexa Zydis"
31934,"Activella"
31935,"MethylPREDNISolone Dose Pack"
31936,"Medrol Dosepak"
31937,"Hydrocortisone, Rectal"
31938,"Colocort (obsolete)"
31939,"Prudoxin"
31940,"Fluorabon Basic"
31941,"Mylanta Supreme"
31942,"Mylanta Gas Relief Geltab"
31943,"Ultra Mylanta Calci Tabs"
31944,"Extra Strength Mylanta Calci Tabs"
31947,"Exelon"
31949,"Lantus"
31950,"Skeeter Stik"
31951,"Retre-Gel"
31952,"Cyclophosphamide"
31953,"Dexpak Taperpak"
31954,"Ursodiol"
31955,"Conison"
31956,"SF"
31957,"Decadron 5-12 Pak"
31959,"Monopril HCT"
31960,"Ketoconazole Topical"
31961,"NatalCare Advanced"
31962,"Methimazole"
31963,"Acid Jelly"
31964,"Nicotrol Inhaler"
31965,"Gyne-Lotrimin 3 Day"
31966,"Clotrimazole-3"
32046,"Betaxolol Hydrochloride, Ophthalmic"
32047,"Mylotarg"
32049,"Optivar"
32050,"Ferate"
32051,"Gengraf"
32052,"Reme-T"
32072,"Olux"
32073,"Midazolam Hydrochloride"
32074,"Acetaminophen-Pentazocine"
32075,"Doxycycline Monohydrate"
32076,"Ethambutol Hydrochloride"
32077,"Lipram-CR20"
32078,"Lipram-UL 12"
32079,"Lipram-UL 20"
32080,"Methylin ER"
32081,"Tempo"
32082,"Omnii Gel"
32083,"Sarafem"
32084,"Urimax"
32113,"Alti-Terazosin"
32118,"Alti-Verapamil"
32129,"Amcocalso"
32145,"Anbesol Extra Strength"
32160,"Anti Acne Control Formula Top"
32161,"Anti Acne Spot Treatment"
32164,"Antibacterial Body Cleansing"
32172,"Antidol"
32176,"Antiphlogistine Rub A-535 Ice"
32180,"Antiseptic Hand Soap"
32188,"Anu-Aide"
32192,"Anuzinc"
32197,"Apo-Acetaminophen"
32200,"Apo-Alpraz"
32218,"Apo-Cal"
32220,"Apo-Carbamazepine"
32236,"Apo-Cyclobenzaprine"
32258,"Apo-Fenofibrate"
32260,"Apo-Fluoxetine"
32272,"Apo-Hexa"
32306,"Apo-Metoprolol"
32307,"Apo-Metoprolol (Type L)"
32323,"Apo-Oxybutynin"
32351,"Apo-Tamox"
32354,"Apo-Terazosin"
32370,"Apo-Verap"
32374,"Aquacort"
32377,"Aquasept"
32396,"Artritol"
32398,"Artritol Plus Fort"
32417,"Atasol"
32418,"Atasol Forte"
32433,"B- and Folic Acid"
32434,"B Complex"
32435,"B Complex C"
32436,"B Complex Mega"
32437,"B Complex Mega Formula"
32438,"B Complex Plus C"
32439,"B Complex Plus Vitamin C"
32440,"B Complex with C"
32442,"B Compound"
32443,"B Compound Continuous Release"
32444,"B Compound with Rice Bran"
32445,"B Compound with Vitamin C Fortis"
32449,"B Plus C 600"
32450,"B Stress C + Iron & Vite"
32451,"B Virol"
32452,"B Vitamin Compound with B Thunas"
32453,"B with C"
32454,"B with C Fortis"
32457,"B-100 Hi Potency B Vitamins"
32461,"B-12 Dots"
32462,"B-12 Folic Acid"
32463,"B12 Plus"
32464,"B-12 Plus Folic Acid"
32465,"B12-Folic Acid"
32467,"B-2 with C"
32469,"B50"
32470,"B-50 Caplet"
32471,"B-50 Hi Potency B Vitamins"
32475,"B-6 with C"
32476,"B-75 High Potency"
32477,"Baby Orajel"
