icd_9,disease_name,valid
"551.29    ","Gangrenous epigastric hernia","1"
"551.3     ","Diaphragmatic hernia with gangrene","1"
"551.3     ","Diaphragmatic hernia with gangrene and obstruction","1"
"551.3     ","Gangrenous hiatal hernia","1"
"551.3     ","Gangrenous paraesophageal hernia","1"
"551.3     ","Gangrenous thoracic stomach","1"
"551.3     ","Gangrenous thoracic stomach with obstruction","1"
"551.3     ","Hiatal hernia with gangrene and obstruction","1"
"551.3     ","Paraesophageal hernia with gangrene and obstruction","1"
"551.8     ","Hernia of other specified sites, with gangrene","1"
"551.8     ","Ischiatic hernia with gangrene","1"
"551.8     ","Ischiorectal hernia with gangrene","1"
"551.8     ","Lumbar hernia with gangrene","1"
"551.8     ","Obturator hernia with gangrene","1"
"551.8     ","Pudendal hernia with gangrene","1"
"551.8     ","Retroperitoneal hernia with gangrene","1"
"551.9     ","Hernia NOS, with gangrene","1"
"551.9     ","Hernia of unspecified site, with gangrene","1"
"552       ","Other hernia of abdominal cavity, with obstruction","0"
"552.0     ","Femoral hernia with obstruction","0"
"552.0     ","Femoral hernia with obstruction but no gangrene","0"
"552.00    ","Unilateral femoral hernia with obstruction but no gangrene","1"
"552.01    ","Unilateral recurrent femoral hernia with obstruction but no gangrene","1"
"552.02    ","Bilateral femoral hernia with obstruction but no gangrene","1"
"552.03    ","Bilateral recurrent femoral hernia with obstruction but no gangrene","1"
"552.1     ","Incarcerated omphalocele","1"
"552.1     ","Incarcerated umbilical hernia","1"
"552.1     ","Irreducible omphalocele","1"
"552.1     ","Irreducible umbilical hernia","1"
"552.1     ","Omphalocele with obstruction","1"
"552.1     ","Strangulated omphalocele","1"
"552.1     ","Strangulated umbilical hernia","1"
"552.1     ","Umbilical hernia with obstruction","1"
"552.1     ","Umbilical hernia with obstruction but no gangrene","1"
"552.2     ","Ventral hernia with obstruction","0"
"552.20    ","Incarcerated ventral hernia","1"
"552.20    ","Irreducible ventral hernia","1"
"552.20    ","Strangulated ventral hernia","1"
"552.20    ","Ventral hernia with obstruction but no gangrene","1"
"552.21    ","Incarcerated incisional hernia","1"
"552.21    ","Incisional hernia with obstruction but no gangrene","1"
"552.21    ","Irreducible incisional hernia","1"
"552.21    ","Postoperative incisional hernia with obstruction","1"
"552.21    ","Recurrent ventral hernia with obstruction","1"
"552.21    ","Strangulated incisional hernia","1"
"552.29    ","Epigastric hernia with obstruction but no gangrene","1"
"552.29    ","Incarcerated epigastric hernia","1"
"552.29    ","Irreducible epigastric hernia","1"
"552.29    ","Strangulated epigastric hernia","1"
"552.3     ","Diaphragmatic hernia with obstruction","1"
"552.3     ","Diaphragmatic hernia with obstruction but no gangrene","1"
"552.3     ","Hiatal hernia with obstruction but no gangrene","1"
"552.3     ","Incarcerated hiatal hernia","1"
"552.3     ","Incarcerated paraesophageal hernia","1"
"552.3     ","Irreducible hiatal hernia","1"
"552.3     ","Irreducible paraesophageal hernia","1"
"552.3     ","Paraesophageal hernia with obstruction but no gangrene","1"
"552.3     ","Strangulated hiatal hernia","1"
"552.3     ","Strangulated paraesophageal hernia","1"
"552.3     ","Thoracic stomach with obstruction but no gangrene","1"
"552.8     ","Hernia of other specified sites, with obstruction","1"
"552.8     ","Ischiatic hernia with obstruction","1"
"552.8     ","Ischiorectal hernia with obstruction","1"
"552.8     ","Lumbar hernia with obstruction","1"
"552.8     ","Obturator hernia with obstruction","1"
"552.8     ","Pudental hernia with obstruction","1"
"552.8     ","Retroperitoneal hernia with obstruction","1"
"552.9     ","Hernia NOS, with obstruction","1"
"552.9     ","Hernia of unspecified site, with obstruction","1"
"553       ","Other abdominal hernia without mention of obstruction or gangrene","0"
"553.0     ","Femoral hernia","0"
"553.0     ","Femoral hernia NOS","0"
"553.0     ","Femoral hernia without obstruction or gangrene","0"
"553.00    ","Merocele","1"
"553.00    ","Unilateral femoral hernia without obstruction or gangrene","1"
"553.01    ","Unilateral recurrent femoral hernia without obstruction or gangrene","1"
"553.02    ","Bilateral femoral hernia without obstruction or gangrene","1"
"553.03    ","Bilateral recurrent femoral hernia without obstruction or gangrene","1"
"553.1     ","Congenital omphalocele","1"
"553.1     ","Epiplosarcomphalocele without mention of obstruction or gangrene","1"
"553.1     ","Hernia, umbilicus, without mention of obstruction or gangrene","1"
"553.1     ","Paraumbilical hernia without mention of obstruction or gangrene","1"
"553.1     ","Sarcoepiplomphalocele without mention of obstruction or gangrene","1"
"553.1     ","Umbilical hernia NOS","1"
"553.1     ","Umbilical hernia without mention of obstruction or gangrene","1"
"553.2     ","Ventral hernia","0"
"553.20    ","Ventral hernia NOS without mention of obstruction or gangrene","1"
"553.20    ","Ventral hernia without mention of obstruction or gangrene","1"
"553.21    ","Incisional hernia NOS","1"
"553.21    ","Postoperative incisional hernia","1"
"553.21    ","Recurrent ventral hernia","1"
"553.29    ","Epigastric hernia","1"
"553.29    ","Epigastrocele","1"
"553.29    ","Spigelian hernia","1"
"553.3     ","Diaphragmatic hernia","1"
"553.3     ","Esophageal hiatal hernia","1"
"553.3     ","Hiatal hernia","1"
"553.3     ","Paraesophageal hernia","1"
"553.3     ","Thoracic stomach","1"
"553.8     ","Duodenojejunal hernia","1"
"553.8     ","Hernia abdominal, specified site NEC","1"
"553.8     ","Hernia of other specified sites","1"
"553.8     ","Ischiatic hernia","1"
"553.8     ","Ischiorectal hernia","1"
"553.8     ","Lumbar hernia","1"
"553.8     ","Obturator hernia","1"
"553.8     ","Omentocele","1"
"553.8     ","Perineal hernia","1"
"553.8     ","Petit's disease","1"
"553.8     ","Pudendal hernia","1"
"553.8     ","Retroperitoneal hernia","1"
"553.8     ","Sciatic hernia","1"
"553.8     ","Treitz's hernia","1"
"553.9     ","Enterocele","1"
"553.9     ","Epiplocele","1"
"553.9     ","Hernia of unspecified site","1"
"553.9     ","Interstitial hernia","1"
"553.9     ","Intestinal hernia NOS","1"
"553.9     ","Intra-abdominal hernia NOS","1"
"553.9     ","Rupture (nontraumatic) of hernia NOS","1"
"553.9     ","Sarcoepiplocele","1"
"555       ","Regional enteritis","0"
"555.0     ","Crohn's disease of duodenum","1"
"555.0     ","Crohn's disease of ileum","1"
"555.0     ","Crohn's disease of jejunum","1"
"555.0     ","Crohn's disease of pyloric antrum","1"
"555.0     ","Crohn's disease of pylorus","1"
"555.0     ","Crohn's disease of small intestine","1"
"555.0     ","Regional enteritis of small intestine","1"
"555.0     ","Regional ileitis of small intestine","1"
"555.0     ","Segmental ileitis of small intestine","1"
"555.0     ","Terminal ileitis of small intestine","1"
"555.1     ","Crohn's disease of colon","1"
"555.1     ","Crohn's disease of large bowel","1"
"555.1     ","Crohn's disease of rectum","1"
"555.1     ","Granulomatous colitis","1"
"555.1     ","Regional colitis","1"
"555.1     ","Regional enteritis of rectum","1"
"555.2     ","Crohn's disease of small and large intestines","1"
"555.2     ","Regional ileocolitis","1"
"555.9     ","Crohn's disease","1"
"555.9     ","Crohn's disease NOS","1"
"555.9     ","Regional enteritis NOS","1"
"556       ","Chronic ulcerative colitis NOS","0"
"556       ","Chronic ulcerative enterocolitis","0"
"556       ","Chronic ulcerative ileocolitis","0"
"556       ","Chronic ulcerative proctitis","0"
"556       ","Chronic ulcerative proctosigmoiditis","0"
"556       ","Chronic ulcerative rectosigmoiditis","0"
"556       ","Colitis gravis NOS","0"
"556       ","Coloproctitis NOS","0"
"556       ","Colorectitis NOS","0"
"556       ","Fulminant ulcerative colitis","0"
"556       ","Idiopathic proctocolitis","0"
"556       ","Inflammatory polyps of colon","0"
"556       ","Mild chronic ulcerative colitis","0"
"556       ","Moderate chronic ulcerative colitis","0"
"556       ","Proctocolitis NOS","0"
"556       ","Proctosigmoiditis NOS","0"
"556       ","Rectosigmoiditis NOS","0"
"556       ","Severe chronic ulcerative colitis","0"
"556       ","Toxic megacolon","0"
"556.0     ","Ulcerative (chronic) enterocolitis","1"
"556.0     ","Ulcerative enterocolitis","1"
"556.1     ","Ulcerative (chronic) ileocolitis","1"
"556.1     ","Ulcerative ileocolitis","1"
"556.2     ","Proctitis, ulcerative","1"
"556.2     ","Ulcerative (chronic) proctitis","1"
"556.2     ","Ulcerative proctitis","1"
"556.3     ","Proctosigmoiditis, ulcerative","1"
"556.3     ","Ulcerative (chronic) proctosigmoiditis","1"
"556.3     ","Ulcerative proctosigmoiditis","1"
"556.4     ","Colon pseudopolyposis","1"
"556.4     ","Pseudopolyposis of colon","1"
"556.4     ","Pseudopolyposis, colon","1"
"556.5     ","Left-sided ulcerative (chronic) colitis","1"
"556.5     ","Left-sided ulcerative colitis","1"
"556.5     ","Ulcerative colitis, left-sided","1"
"556.6     ","Pancolitis","1"
"556.6     ","Ulcerative colitis, universal","1"
"556.6     ","Universal ulcerative (chronic) colitis","1"
"556.6     ","Universal ulcerative colitis","1"
"556.8     ","Other ulcerative colitis","1"
"556.8     ","Ulcerative colitis, other","1"
"556.9     ","Ulcerative colitis, unspecified","1"
"556.9     ","Ulcerative interitis NOS","1"
"557       ","Vascular insufficiency of intestine","0"
"557.0     ","Acute bowel infarction","1"
"557.0     ","Acute hemorrhagic enterocolitis","1"
"557.0     ","Acute intestinal infarction","1"
"557.0     ","Acute intestinal ischemic syndrome NOS","1"
"557.0     ","Acute ischemic colitis","1"
"557.0     ","Acute ischemic enteritis","1"
"557.0     ","Acute ischemic enterocolitis","1"
"557.0     ","Acute mesenteric arterial occlusion","1"
"557.0     ","Acute vascular insufficiency of intestine","1"
"557.0     ","Acute vascular insufficiency of intestine NOS","1"
"557.0     ","Embolic mesenteric infarction","1"
"557.0     ","Embolism of mesenteric artery","1"
"557.0     ","Fulminant enterocolitis","1"
"557.0     ","Hemorrhagic necrosis of intestine","1"
"557.0     ","Intestinal gangrene","1"
"557.0     ","Massive necrosis of intestine","1"
"557.0     ","Mesenteric arterial embolization","1"
"557.0     ","Mesenteric infarction NOS","1"
"557.0     ","Terminal hemorrhagic enteropathy","1"
"557.0     ","Thrombosis of mesenteric artery","1"
"557.0     ","Thrombotic mesenteric infarction","1"
"557.1     ","Abdominal angina","1"
"557.1     ","Chronic intestinal ischemic syndrome NOS","1"
"557.1     ","Chronic ischemic colitis","1"
"557.1     ","Chronic ischemic enteritis","1"
"557.1     ","Chronic ischemic enterocolitis","1"
"557.1     ","Chronic vascular insufficiency of intestine","1"
"557.1     ","Chronic vascular insufficiency of intestine NOS","1"
"557.1     ","Intestinal angina","1"
"557.1     ","Ischemic stricture of intestine","1"
"557.1     ","Mesenteric angina","1"
"557.1     ","Mesenteric vascular insufficiency","1"
"557.1     ","Superior mesenteric artery syndrome","1"
"557.1     ","Wilkie's disease","1"
"557.1     ","Wilkie's syndrome","1"
"557.9     ","Alimentary tract pain due to vascular insufficiency","1"
"557.9     ","Ischemic bowel disease NOS","1"
"557.9     ","Ischemic colitis NOS","1"
"557.9     ","Ischemic enteritis NOS","1"
"557.9     ","Ischemic enterocolitis NOS","1"
"557.9     ","Nonocclusive intestinal infarction","1"
"557.9     ","Unspecified vascular insufficiency of intestine","1"
"557.9     ","Vascular insufficiency of intestine NOS","1"
"558       ","Other noninfectious gastroenteritis and colitis","0"
"558.1     ","Colitis due to radiation","1"
"558.1     ","Enteritis due to radiation","1"
"558.1     ","Gastroenteritis and colitis due to radiation","1"
"558.1     ","Gastroenteritis due to radiation","1"
"558.2     ","Toxic colitis","1"
"558.2     ","Toxic gastroenteritis","1"
"558.2     ","Toxic gastroenteritis and colitis","1"
"558.3     ","Allergic gastroenteritis and colitis","1"
"558.3     ","Gastroenteritis and colitis due to allergy","1"
"558.9     ","Allergic colitis","1"
"558.9     ","Allergic diarrhea","1"
"558.9     ","Allergic enteritis","1"
"558.9     ","Allergic gastroenteritis","1"
"558.9     ","Allergic ileitis","1"
"558.9     ","Allergic jejunitis","1"
"558.9     ","Allergic sigmoiditis","1"
"558.9     ","Dietetic colitis","1"
"558.9     ","Dietetic diarrhea","1"
"558.9     ","Dietetic enteritis","1"
"558.9     ","Dietetic gastroenteritis","1"
"558.9     ","Dietetic ileitis","1"
"558.9     ","Dietetic jejunitis","1"
"558.9     ","Dietetic sigmoiditis","1"
"558.9     ","Ileitis","1"
"558.9     ","Ileocolitis","1"
"558.9     ","Jejunitis","1"
"558.9     ","Lientery","1"
"558.9     ","Noninfectious colitis NOS","1"
"558.9     ","Noninfectious diarrhea NOS","1"
"558.9     ","Noninfectious enteritis NOS","1"
"558.9     ","Noninfectious gastroenteritis NOS","1"
"558.9     ","Noninfectious ileitis NOS","1"
"558.9     ","Noninfectious jejunitis NOS","1"
"558.9     ","Noninfectious sigmoiditis NOS","1"
"558.9     ","Other and unspecified noninfectious gastroenteritis and colitis","1"
"560       ","Intestinal obstruction without mention of hernia","0"
"560.0     ","Intussusception","1"
"560.0     ","Intussusception of colon","1"
"560.0     ","Intussusception of intestine","1"
"560.0     ","Intussusception of rectum","1"
"560.0     ","Invagination of colon","1"
"560.0     ","Invagination of intestine","1"
"560.0     ","Invagination of rectum","1"
"560.0     ","Telescoped bowel","1"
"560.0     ","Telescoped intestine","1"
"560.1     ","Adynamic ileus","1"
"560.1     ","Adynamic intestine","1"
"560.1     ","Paralysis of colon","1"
"560.1     ","Paralysis of intestine","1"
"560.1     ","Paralytic ileus","1"
"560.2     ","Intestinal volvulus NOS","1"
"560.2     ","Strangulation of colon","1"
"560.2     ","Strangulation of intestine NOS","1"
"560.2     ","Torsion of colon","1"
"560.2     ","Torsion of intestine NOS","1"
"560.2     ","Twisting of colon on long axis","1"
"560.2     ","Twisting of colon on mesenteric axis","1"
"560.2     ","Twisting of intestine on long axis","1"
"560.2     ","Twisting of intestine on mesenteric axis","1"
"560.2     ","Volvulus","1"
"560.2     ","Volvulus of colon","1"
"560.3     ","Impaction of intestine","0"
"560.30    ","Impaction of colon","1"
"560.30    ","Impaction of intestine NOS","1"
"560.30    ","Impaction of intestine, unspecified","1"
"560.31    ","Gallstone","1"
"560.31    ","Gallstone ileus","1"
"560.31    ","Obstruction of intestine by gallstone","1"
"560.39    ","Concretion of intestine","1"
"560.39    ","Coprolith","1"
"560.39    ","Coprostasis","1"
"560.39    ","Enterolith","1"
"560.39    ","Enterolithiasis","1"
"560.39    ","Fecal impaction of colon","1"
"560.39    ","Fecal impaction of rectum","1"
"560.39    ","Fecalith","1"
"560.39    ","Stercolith","1"
"560.8     ","Other specified intestinal obstruction","0"
"560.81    ","Intestinal adhesions with obstruction","1"
"560.81    ","Intestinal or peritoneal adhesions w/ obstruction (post-op/post-infection)","1"
"560.81    ","Peritoneal adhesions with obstruction","1"
"560.89    ","Mural thickening of intestine causing obstruction","1"
"560.89    ","Ogilvie's syndrome","1"
"560.9     ","Enterostenosis","1"
"560.9     ","Ileus NOS","1"
"560.9     ","Intestinal obstruction NOS","1"
"560.9     ","Intestinal occlusion NOS","1"
"560.9     ","Locked bowel or intestine","1"
"560.9     ","Locked intestine or bowel","1"
"560.9     ","Mechanical ileus","1"
"560.9     ","Obstruction of colon","1"
"560.9     ","Occlusion of colon","1"
"560.9     ","Stenosis of colon","1"
"560.9     ","Stenosis of intestine","1"
"560.9     ","Stricture of colon","1"
"560.9     ","Stricture of intestine","1"
"560.9     ","Unspecified intestinal obstruction","1"
"562       ","Diverticula of intestine","0"
"562       ","Diverticula of intestine NOS","0"
"562.0     ","Diverticula of small intestine","0"
"562.00    ","Diverticulosis of duodenum without diverticulitis","1"
"562.00    ","Diverticulosis of ileum without diverticulitis","1"
"562.00    ","Diverticulosis of jejunum without diverticulitis","1"
"562.00    ","Diverticulosis of small intestine (without mention of hemorrhage)","1"
"562.01    ","Diverticulitis (with diverticulosis) of duodenum","1"
"562.01    ","Diverticulitis (with diverticulosis) of ileum","1"
"562.01    ","Diverticulitis (with diverticulosis) of jejunum","1"
"562.01    ","Diverticulitis of small intestine (without mention of hemorrhage)","1"
"562.02    ","Diverticulosis of small intestine with hemorrhage","1"
"562.03    ","Diverticulitis of small intestine with hemorrhage","1"
"562.1     ","Diverticula of colon","0"
"562.10    ","Diverticular disease of colon without diverticulitis","1"
"562.10    ","Diverticulosis of colon (without mention of hemorrhage)","1"
"562.10    ","Diverticulosis of colon without diverticulitis","1"
"562.10    ","Diverticulosis of large intestine without diverticulitis","1"
"562.11    ","Diverticulitis (with diverticulosis) NOS","1"
"562.11    ","Diverticulitis of colon (without mention of hemorrhage)","1"
"562.11    ","Diverticulitis of large intestine","1"
"562.11    ","Peridiverticulitis","1"
"562.12    ","Diverticulosis of colon with hemorrhage","1"
"562.13    ","Diverticulitis of colon with hemorrhage","1"
"564       ","Functional digestive disorders NEC","0"
"564.0     ","Chronic idiopathic constipation","0"
"564.0     ","Colonic constipation","0"
"564.0     ","Constipation","0"
"564.0     ","Constipation by delayed colonic transit","0"
"564.0     ","Constipation by outlet obstruction","0"
"564.0     ","Costiveness","0"
"564.0     ","Drug-induced constipation","0"
"564.0     ","Dyschezia","0"
"564.0     ","Intractable constipation","0"
"564.0     ","Obstipation","0"
"564.0     ","Slow transit constipation","0"
"564.00    ","Constipation not","1"
"564.01    ","Constipation due to slow transit","1"
"564.02    ","Constipation due to outlet function","1"
"564.09    ","Constipation not elsewhere classified","1"
"564.1     ","Colonospasm","1"
"564.1     ","IBS [Irritable bowel syndrome]","1"
"564.1     ","Irritable bowel syndrome","1"
"564.1     ","Irritable colon","1"
"564.1     ","Spastic colon","1"
"564.2     ","Dumping syndrome","1"
"564.2     ","Jejunal syndrome","1"
"564.2     ","Postgastrectomy","1"
"564.2     ","Postgastrectomy dumping syndrome","1"
"564.2     ","Postgastrectomy syndrome","1"
"564.2     ","Postgastric surgery syndrome","1"
"564.2     ","Postgastric surgery syndromes","1"
"564.2     ","Postvagotomy diarrhea","1"
"564.2     ","Postvagotomy syndrome","1"
"564.3     ","Bilious vomiting following gastrointestinal surgery","1"
"564.3     ","Vomiting following gastrointestinal surgery","1"
"564.4     ","Diarrhea following gastrointestinal surgery","1"
"564.4     ","Other postoperative functional disorders","1"
"564.5     ","Functional diarrhea","1"
"564.6     ","Anal spasm","1"
"564.6     ","Anorectal spasm","1"
"564.6     ","Levator syndrome","1"
"564.6     ","Paroxysmal proctalgia","1"
"564.6     ","Proctalgia fugax","1"
"564.6     ","Proctospasm","1"
"564.7     ","Acquired megacolon","1"
"564.7     ","Acquired megacolon in adults","1"
"564.7     ","Acquired megacolon in children","1"
"564.7     ","Dilatation of colon","1"
"564.7     ","Idiopathic megacolon","1"
"564.7     ","Idiopathic megacolon in adults","1"
"564.7     ","Idiopathic megacolon in children","1"
"564.7     ","Macrosigmoid","1"
"564.7     ","Megacolon","1"
"564.7     ","Megacolon, not Hirschsprung's","1"
"564.7     ","Megacolon, other than Hirschsprung's","1"
"564.7     ","Megasigmoid","1"
"564.8     ","Atony of colon","0"
"564.8     ","Other specified functional disorders of intestine","0"
"564.81    ","Neurogenic bowel","1"
"564.89    ","Other functional disorders of the intestine","1"
"564.9     ","Adaptive colitis","1"
"564.9     ","Enterospasm","1"
"564.9     ","Functional disorder of intestine NOS","1"
"564.9     ","Membranous colitis","1"
"564.9     ","Mucoenteritis","1"
"564.9     ","Mucous colitis","1"
"564.9     ","Unspecified functional disorder of intestine","1"
"565       ","Anal fissure and fistula","0"
"565.0     ","Anal fissure","1"
"565.0     ","Nontraumatic tear of anus","1"
"565.1     ","Anal fistula","1"
"565.1     ","Anorectal fistula","1"
"565.1     ","Rectal fistula","1"
"565.1     ","Rectum to skin fistula","1"
"566       ","Abscess of anal and rectal regions","1"
"566       ","Anal cellulitis","1"
"566       ","Anorectal abscess","1"
"566       ","Ischiorectal abscess","1"
"566       ","Ischiorectal fistula","1"
"566       ","Perianal abscess","1"
"566       ","Perirectal abscess","1"
"566       ","Perirectal cellulitis","1"
"566       ","Rectal cellulitis","1"
"567       ","Peritonitis","0"
"567.0     ","Peritonitis in infectious diseases classified elsewhere","1"
"567.1     ","Pneumococcal peritonitis","1"
"567.2     ","Abdominopelvic abscess","0"
"567.2     ","Abscess of omentum","0"
"567.2     ","Abscess of peritoneum NOS","0"
"567.2     ","Acute generalized peritonitis","0"
"567.2     ","Acute suppurative peritonitis","0"
"567.2     ","Intraperitoneal abscess NOS","0"
"567.2     ","Male pelvic peritonitis","0"
"567.2     ","Mesenteric abscess","0"
"567.2     ","Other suppurative peritonitis","0"
"567.2     ","Retrocecal abscess","0"
"567.2     ","Retroperitoneal abscess","0"
"567.2     ","Schloffer's tumor","0"
"567.2     ","Schoffer's tumor","0"
"567.2     ","Subdiaphragmatic abscess","0"
"567.2     ","Subhepatic abscess","0"
"567.2     ","Subphrenic abscess","0"
"567.2     ","Subphrenic peritonitis","0"
"567.21    ","Acute peritonitis, general","1"
"567.21    ","Peritonitis, acute, general","1"
"567.22    ","Abscess, peritoneal","1"
"567.22    ","Peritoneal abscess","1"
"567.23    ","Bacterial peritonitis, spontaneous","1"
"567.23    ","Peritonitis, spontaneous, bacterial","1"
"567.29    ","Peritonitis, suppurative, unclassified","1"
"567.29    ","Suppurative peritonitis, unclassified","1"
"567.31    ","Abscess, psoas muscle","1"
"567.31    ","Psoas muscle abscess","1"
"567.38    ","Abscess, retroperitoneal, unclassified","1"
"567.38    ","Retroperitoneal abscess, unclassified","1"
"567.39    ","Infection, retroperitoneal, unclassified","1"
"567.39    ","Retroperitoneal infection, unclassified","1"
"567.8     ","Bile peritonitis","0"
"567.8     ","Choleperitoneum","0"
"567.8     ","Choleperitonitis","0"
"567.8     ","Chronic peritonitis NOS","0"
"567.8     ","Chronic proliferative peritonitis","0"
"567.8     ","Fat necrosis of peritoneum","0"
"567.8     ","Mesenteric saponification","0"
"567.8     ","Other specified peritonitis","0"
"567.8     ","Saponification, mesenteric","0"
"567.8     ","Urine peritonitis","0"
"567.8     ","Uroperitonitis","0"
"567.81    ","Choleperitonitis","1"
"567.82    ","Mesenteritis, sclerosing","1"
"567.82    ","Sclerosing mesenteritis","1"
"567.89    ","Peritonitis, unclassified","1"
"567.9     ","Enteroperitonitis","1"
"567.9     ","Epiploitis","1"
"567.9     ","Omentitis","1"
"567.9     ","Peritonitis NOS","1"
"567.9     ","Peritonitis of undetermined cause","1"
"567.9     ","Retroperitonitis","1"
"567.9     ","Unspecified peritonitis","1"
"568       ","Other disorders of peritoneum","0"
"568.0     ","Adhesion of abdominal wall","1"
"568.0     ","Adhesion of diaphragm","1"
"568.0     ","Adhesion of intestine","1"
"568.0     ","Adhesion of male pelvis","1"
"568.0     ","Adhesion of mesentery","1"
"568.0     ","Adhesion of omentum","1"
"568.0     ","Adhesion of stomach","1"
"568.0     ","Adhesive peritoneal band NOS","1"
"568.0     ","Peritoneal adhesion NOS","1"
"568.0     ","Peritoneal adhesions (postoperative) (postinfection)","1"
"568.8     ","Other specified disorders of peritoneum","0"
"568.81    ","Hematoperitoneum","1"
"568.81    ","Hemoperitoneum","1"
"568.81    ","Hemoperitoneum (nontraumatic)","1"
"568.81    ","Nontraumatic hemoperitoneum","1"
"568.82    ","Chronic peritoneal effusion","1"
"568.82    ","Peritoneal effusion (chronic)","1"
"568.82    ","Polyorrhymenitis","1"
"568.82    ","Polyserositis","1"
"568.89    ","Mesenteric cyst","1"
"568.89    ","Omental cyst","1"
"568.89    ","Peritoneal cyst","1"
"568.89    ","Peritoneal granuloma","1"
"568.89    ","Pneumoperitoneum","1"
"568.9     ","Disease of peritoneum NOS","1"
"568.9     ","Unspecified disorder of peritoneum","1"
"569       ","Other disorders of intestine","0"
"569.0     ","Anal and rectal polyp","1"
"569.1     ","Anal canal prolapse","1"
"569.1     ","Procidentia of anus","1"
"569.1     ","Procidentia of rectum","1"
"569.1     ","Proctoptosis","1"
"569.1     ","Rectal mucosa prolapse","1"
"569.1     ","Rectal prolapse","1"
"569.2     ","Anorectal stricture","1"
"569.2     ","Chronic idiopathic anal pain","1"
"569.2     ","Stenosis of anus","1"
"569.2     ","Stenosis of rectum","1"
"569.2     ","Stenosis of rectum and anus","1"
"569.2     ","Stricture of anal canal","1"
"569.2     ","Stricture of anus","1"
"569.2     ","Stricture of rectum","1"
"569.3     ","Hemorrhage of anus","1"
"569.3     ","Hemorrhage of rectum","1"
"569.3     ","Hemorrhage of rectum and anus","1"
"569.4     ","Other specified disorders of rectum and anus","0"
"569.41    ","Rectal ulcer","1"
"569.41    ","Solitary ulcer of anus","1"
"569.41    ","Solitary ulcer of rectum","1"
"569.41    ","Stercoral ulcer of anus","1"
"569.41    ","Stercoral ulcer of rectum","1"
"569.41    ","Ulcer of anus","1"
"569.41    ","Ulcer of anus and rectum","1"
"569.41    ","Ulcer of rectum","1"
"569.42    ","Anal or rectal pain","1"
"569.42    ","Anal pain","1"
"569.42    ","Proctalgia","1"
"569.42    ","Rectal pain","1"
"569.42    ","Rectalgia","1"
"569.49    ","Anusitis","1"
"569.49    ","Crypt","1"
"569.49    ","Cryptitis","1"
"569.49    ","Cryptopapillitis","1"
"569.49    ","Granuloma of rectum","1"
"569.49    ","Hypertrophy of anal papillae","1"
"569.49    ","Megarectum","1"
"569.49    ","Pectenitis","1"
"569.49    ","Pectenosis","1"
"569.49    ","Periproctitis","1"
"569.49    ","Proctitis","1"
"569.49    ","Proctitis NOS","1"
"569.49    ","Rectal shelf","1"
"569.49    ","Rectal tear","1"
"569.49    ","Rectitis","1"
"569.49    ","Rupture of rectum","1"
"569.49    ","Shelf, rectal","1"
"569.5     ","Abscess of intestine","1"
"569.5     ","Abscess of intestine NOS","1"
"569.6     ","Colostomy and enterostomy complications","0"
"569.6     ","Colostomy malfunction","0"
"569.6     ","Enterostomy malfunction","0"
"569.60    ","Colostomy and enterostomy complication, unspecified","1"
"569.61    ","Infection of colostomy or enterostomy","1"
"569.62    ","Mechanical complication of colostomy and enterostomy","1"
"569.69    ","Colostomy and enterostomy complication, other","1"
"569.8     ","Other specified disorders of intestine","0"
"569.81    ","Enterocolic fistula","1"
"569.81    ","Enteroenteric fistula","1"
"569.81    ","Fistula of intestine NOS","1"
"569.81    ","Fistula of intestine to abdominal wall","1"
"569.81    ","Fistula of intestine, excluding rectum and anus","1"
"569.81    ","Gastrointestinal fistula","1"
"569.81    ","GI [Gastrointestinal] fistula","1"
"569.81    ","Ileorectal fistula","1"
"569.82    ","Primary ulcer of intestine NOS","1"
"569.82    ","Stercoraceous, stercoral ulcer","1"
"569.82    ","Ulceration of colon","1"
"569.82    ","Ulceration of intestine","1"
"569.82    ","Ulceration of intestine NOS","1"
"569.83    ","Perforation of intestine","1"
"569.83    ","Perforation of intestine NOS","1"
"569.84    ","Angiodysplasia","1"
"569.84    ","Angiodysplasia of intestine (without mention of hemorrhage)","1"
"569.85    ","Angiodysplasia of intestine with hemorrhage","1"
"569.86    ","Dieulafoy lesion (hemorrhagic) of intestine","1"
"569.89    ","Coloptosis","1"
"569.89    ","Enteroptosis","1"
"569.89    ","Gastroenteroptosis","1"
"569.89    ","Glenard's disease","1"
"569.89    ","Glenard's syndrome","1"
"569.89    ","Granuloma of intestine NOS","1"
"569.89    ","Hepatic","1"
"569.89    ","Intestinal putrefaction","1"
"569.89    ","Multiple serositis","1"
"569.89    ","Payr's disease","1"
"569.89    ","Payr's syndrome","1"
"569.89    ","Peri-ileitis","1"
"569.89    ","Pericolitis","1"
"569.89    ","Perisigmoiditis","1"
"569.89    ","Proctosigmoiditis","1"
"569.89    ","Prolapse of intestine NOS","1"
"569.89    ","Putrefaction, intestinal","1"
"569.89    ","Rectosigmoiditis","1"
"569.89    ","Serositis, multiple","1"
"569.89    ","Splanchnomegaly","1"
"569.89    ","Splanchnoptosis","1"
"569.89    ","Splenic flexure syndrome","1"
"569.89    ","Visceroptosis","1"
"569.9     ","Disease of intestine NOS","1"
"569.9     ","Enteropathy","1"
"569.9     ","Unspecified disorder of intestine","1"
"570       ","Acute and subacute necrosis of liver","1"
