hcfa_icd_9,hcfa_disease_name,hcfa_valid
"642.63","ECLAMPSIA-ANTEPARTUM",65535
"642.64","ECLAMPSIA-POSTPARTUM",65535
"642.7","TOXEMIA W OLD HYPERTEN*",0
"642.70","TOX W OLD HYPERTEN-UNSP",65535
"642.71","TOX W OLD HYPERTEN-DELIV",65535
"642.72","TOX W OLD HYP-DEL W P/P",65535
"642.73","TOX W OLD HYPER-ANTEPART",65535
"642.74","TOX W OLD HYPER-POSTPART",65535
"642.9","HYPERTENS COMPL PREG NOS",0
"642.90","HYPERTEN PREG NOS-UNSPEC",65535
"642.91","HYPERTENS NOS-DELIVERED",65535
"642.92","HYPERTENS NOS-DEL W P/P",65535
"642.93","HYPERTENS NOS-ANTEPARTUM",65535
"642.94","HYPERTENS NOS-POSTPARTUM",65535
"643","EXCESS VOMITING IN PREG*",0
"643.0","MILD HYPEREMESIS GRAVID*",0
"643.00","MILD HYPEREM GRAV-UNSPEC",65535
"643.01","MILD HYPEREM GRAV-DELIV",65535
"643.03","MILD HYPEREMESIS-ANTEPAR",65535
"643.1","HYPEREM GRAV W METAB DIS",0
"643.10","HYPEREM W METAB DIS-UNSP",65535
"643.11","HYPEREM W METAB DIS-DEL",65535
"643.13","HYPEREM W METAB-ANTEPART",65535
"643.2","LATE VOMITING PREGNANCY*",0
"643.20","LATE VOMIT OF PREG-UNSP",65535
"643.21","LATE VOMIT OF PREG-DELIV",65535
"643.23","LATE VOMIT PREG-ANTEPART",65535
"643.8","VOMITING COMPL PREG NEC*",0
"643.80","VOMIT COMPL PREG-UNSPEC",65535
"643.81","VOMIT COMPL PREG-DELIVER",65535
"643.83","VOMIT COMPL PREG-ANTEPAR",65535
"643.9","VOMITING PREGNANCY NOS*",0
"643.90","VOMIT OF PREG NOS-UNSPEC",65535
"643.91","VOMIT OF PREG NOS-DELIV",65535
"643.93","VOMIT OF PG NOS-ANTEPART",65535
"644","EARLY/THREATENED LABOR*",0
"644.0","THREATEN PREMATURE LABOR",0
"644.00","THREAT PREM LABOR-UNSPEC",65535
"644.03","THRT PREM LABOR-ANTEPART",65535
"644.1","THREATENED LABOR NEC*",0
"644.10","THREAT LABOR NEC-UNSPEC",65535
"644.13","THREAT LABOR NEC-ANTEPAR",65535
"644.2","EARLY ONSET OF DELIVERY*",0
"644.20","EARLY ONSET DELIV-UNSPEC",65535
"644.21","EARLY ONSET DELIVERY-DEL",65535
"645","PROLONGED PREGNANCY*",0
"645.00","PROLONGED PREG-UNSPEC",0
"645.01","PROLONGED PREG-DELIVERED",0
"645.03","PROLONGED PREG-ANTEPART",0
"645.10","POST TERM PREG-UNSP",65535
"645.11","POST TERM PREG-DEL",65535
"645.13","POST TERM PREG-ANTEPAR",65535
"645.20","PROLONGED PREG-UNSP",65535
"645.21","PROLONGED PREG-DEL",65535
"645.23","PROLONGED PREG-ANTEPAR",65535
"646","OTHER COMPL OF PREGNANCY",0
"646.0","PAPYRACEOUS FETUS*",0
"646.00","PAPYRACEOUS FETUS-UNSPEC",65535
"646.01","PAPYRACEOUS FETUS-DELIV",65535
"646.03","PAPYRACEOUS FET-ANTEPAR",65535
"646.1","EDEMA IN PREGNANCY*",0
"646.10","EDEMA IN PREG-UNSPEC",65535
"646.11","EDEMA IN PREG-DELIVERED",65535
"646.12","EDEMA IN PREG-DEL W P/P",65535
"646.13","EDEMA IN PREG-ANTEPARTUM",65535
"646.14","EDEMA IN PREG-POSTPARTUM",65535
"646.2","RENAL DIS IN PREG NOS*",0
"646.20","RENAL DIS PREG NOS-UNSP",65535
"646.21","RENAL DIS NOS-DELIVERED",65535
"646.22","RENAL DIS NOS-DEL W P/P",65535
"646.23","RENAL DIS NOS-ANTEPARTUM",65535
"646.24","RENAL DIS NOS-POSTPARTUM",65535
"646.3","HABITUAL ABORTER*",0
"646.30","HABITUAL ABORTER-UNSPEC",65535
"646.31","HABITUAL ABORTER-DELIVER",65535
"646.33","HABITUAL ABORT-ANTEPART",65535
"646.4","PERIPHERAL NEURITIS PREG",0
"646.40","NEURITIS OF PREG-UNSPEC",65535
"646.41","NEURITIS-DELIVERED",65535
"646.42","NEURITIS-DELIVERED W P/P",65535
"646.43","NEURITIS OF PREG-ANTEPAR",65535
"646.44","NEURITIS OF PREG-POSTPAR",65535
"646.5","ASYMPT BACTERIURIA PREG*",0
"646.50","BACTERIURIA PREG-UNSPEC",65535
"646.51","ASYM BACTERIURIA-DELIVER",65535
"646.52","ASY BACTERURIA-DEL W P/P",65535
"646.53","ASY BACTERIURIA-ANTEPART",65535
"646.54","ASY BACTERIURIA-POSTPART",65535
"646.6","GU TRACT INFECT IN PREG*",0
"646.60","GU INFECT IN PREG-UNSPEC",65535
"646.61","GU INFECTION-DELIVERED",65535
"646.62","GU INFECTION-DELIV W P/P",65535
"646.63","GU INFECTION-ANTEPARTUM",65535
"646.64","GU INFECTION-POSTPARTUM",65535
"646.7","LIVER DISORDER IN PREG*",0
"646.70","LIVER DIS IN PREG-UNSPEC",65535
"646.71","LIVER DISORDER-DELIVERED",65535
"646.73","LIVER DISORDER-ANTEPART",65535
"646.8","PREGNANCY COMPL NEC*",0
"646.80","PREG COMPL NEC-UNSPEC",65535
"646.81","PREG COMPL NEC-DELIVERED",65535
"646.82","PREG COMPL NEC-DEL W P/P",65535
"646.83","PREG COMPL NEC-ANTEPART",65535
"646.84","PREG COMPL NEC-POSTPART",65535
"646.9","PREGNANCY COMPL NOS*",0
"646.90","PREG COMPL NOS-UNSPEC",65535
"646.91","PREG COMPL NOS-DELIVERED",65535
"646.93","PREG COMPL NOS-ANTEPART",65535
"647","INFECTIVE DIS IN PREG*",0
"647.0","SYPHILIS IN PREGNANCY*",0
"647.00","SYPHILIS IN PREG-UNSPEC",65535
"647.01","SYPHILIS-DELIVERED",65535
"647.02","SYPHILIS-DELIVERED W P/P",65535
"647.03","SYPHILIS-ANTEPARTUM",65535
"647.04","SYPHILIS-POSTPARTUM",65535
"647.1","GONORRHEA IN PREGNANCY*",0
"647.10","GONORRHEA IN PREG-UNSPEC",65535
"647.11","GONORRHEA-DELIVERED",65535
"647.12","GONORRHEA-DELIVER W P/P",65535
"647.13","GONORRHEA-ANTEPARTUM",65535
"647.14","GONORRHEA-POSTPARTUM",65535
"647.2","OTH VENEREAL DIS IN PREG",0
"647.20","OTHER VD IN PREG-UNSPEC",65535
"647.21","OTHER VD-DELIVERED",65535
"647.22","OTHER VD-DELIVERED W P/P",65535
"647.23","OTHER VD-ANTEPARTUM",65535
"647.24","OTHER VD-POSTPARTUM",65535
"647.3","TUBERCULOSIS IN PREG*",0
"647.30","TB IN PREG-UNSPECIFIED",65535
"647.31","TUBERCULOSIS-DELIVERED",65535
"647.32","TUBERCULOSIS-DELIV W P/P",65535
"647.33","TUBERCULOSIS-ANTEPARTUM",65535
"647.34","TUBERCULOSIS-POSTPARTUM",65535
"647.4","MALARIA IN PREGNANCY*",0
"647.40","MALARIA IN PREG-UNSPEC",65535
"647.41","MALARIA-DELIVERED",65535
"647.42","MALARIA-DELIVERED W P/P",65535
"647.43","MALARIA-ANTEPARTUM",65535
"647.44","MALARIA-POSTPARTUM",65535
"647.5","RUBELLA IN PREGNANCY*",0
"647.50","RUBELLA IN PREG-UNSPEC",65535
"647.51","RUBELLA-DELIVERED",65535
"647.52","RUBELLA-DELIVERED W P/P",65535
"647.53","RUBELLA-ANTEPARTUM",65535
"647.54","RUBELLA-POSTPARTUM",65535
"647.6","OTHER VIRAL DIS IN PREG*",0
"647.60","OTH VIRUS IN PREG-UNSPEC",65535
"647.61","OTH VIRAL DIS-DELIVERED",65535
"647.62","OTH VIRAL DIS-DEL W P/P",65535
"647.63","OTH VIRAL DIS-ANTEPARTUM",65535
"647.64","OTH VIRAL DIS-POSTPARTUM",65535
"647.8","INFECTIV DIS IN PREG NEC",0
"647.80","INF DIS IN PREG NEC-UNSP",65535
"647.81","INFECT DIS NEC-DELIVERED",65535
"647.82","INFECT DIS NEC-DEL W P/P",65535
"647.83","INFECT DIS NEC-ANTEPART",65535
"647.84","INFECT DIS NEC-POSTPART",65535
"647.9","INFECTION IN PREG NOS*",0
"647.90","INFECT IN PREG NOS-UNSP",65535
"647.91","INFECT NOS-DELIVERED",65535
"647.92","INFECT NOS-DELIVER W P/P",65535
"647.93","INFECT NOS-ANTEPARTUM",65535
"647.94","INFECT NOS-POSTPARTUM",65535
"648","OTH CURRENT COND IN PREG",0
"648.0","DIABETES MELLIT IN PREG*",0
"648.00","DIABETES IN PREG-UNSPEC",65535
"648.01","DIABETES-DELIVERED",65535
"648.02","DIABETES-DELIVERED W P/P",65535
"648.03","DIABETES-ANTEPARTUM",65535
"648.04","DIABETES-POSTPARTUM",65535
"648.1","THYROID DYSFUNC IN PREG*",0
"648.10","THYROID DYSFUN PREG-UNSP",65535
"648.11","THYROID DYSFUNC-DELIVER",65535
"648.12","THYROID DYSFUN-DEL W P/P",65535
"648.13","THYROID DYSFUNC-ANTEPART",65535
"648.14","THYROID DYSFUNC-POSTPART",65535
"648.2","ANEMIA IN PREGNANCY*",0
"648.20","ANEMIA IN PREG-UNSPEC",65535
"648.21","ANEMIA-DELIVERED",65535
"648.22","ANEMIA-DELIVERED W P/P",65535
"648.23","ANEMIA-ANTEPARTUM",65535
"648.24","ANEMIA-POSTPARTUM",65535
"648.3","DRUG DEPENDENCE IN PREG*",0
"648.30","DRUG DEPEND PREG-UNSPEC",65535
"648.31","DRUG DEPENDENCE-DELIVER",65535
"648.32","DRUG DEPENDEN-DEL W P/P",65535
"648.33","DRUG DEPENDENCE-ANTEPART",65535
"648.34","DRUG DEPENDENCE-POSTPART",65535
"648.4","MENTAL DISORDERS IN PREG",0
"648.40","MENTAL DIS PREG-UNSPEC",65535
"648.41","MENTAL DISORDER-DELIVER",65535
"648.42","MENTAL DIS-DELIV W P/P",65535
"648.43","MENTAL DISORDER-ANTEPART",65535
"648.44","MENTAL DISORDER-POSTPART",65535
"648.5","CONG CARDIOVAS DIS IN PG",0
"648.50","CONGEN CV DIS PREG-UNSP",65535
"648.51","CONGEN CV DIS-DELIVERED",65535
"648.52","CONGEN CV DIS-DEL W P/P",65535
"648.53","CONGEN CV DIS-ANTEPARTUM",65535
"648.54","CONGEN CV DIS-POSTPARTUM",65535
"648.6","CARDIOVAS DIS NEC IN PG*",0
"648.60","CV DIS NEC PREG-UNSPEC",65535
"648.61","CV DIS NEC PREG-DELIVER",65535
"648.62","CV DIS NEC-DELIVER W P/P",65535
"648.63","CV DIS NEC-ANTEPARTUM",65535
"648.64","CV DIS NEC-POSTPARTUM",65535
"648.7","BONE DISORDER IN PREG*",0
"648.70","BONE DISORD IN PREG-UNSP",65535
"648.71","BONE DISORDER-DELIVERED",65535
"648.72","BONE DISORDER-DEL W P/P",65535
"648.73","BONE DISORDER-ANTEPARTUM",65535
"648.74","BONE DISORDER-POSTPARTUM",65535
"648.8","ABN GLUC TOLERAN IN PREG",0
"648.80","ABN GLUCOSE IN PREG-UNSP",65535
"648.81","ABN GLUCOSE TOLER-DELIV",65535
"648.82","ABN GLUCOSE-DELIV W P/P",65535
"648.83","ABN GLUCOSE-ANTEPARTUM",65535
"648.84","ABN GLUCOSE-POSTPARTUM",65535
"648.9","OTH CURRENT COND OF PREG",0
"648.90","OTH CURR COND PREG-UNSP",65535
"648.91","OTH CURR COND-DELIVERED",65535
"648.92","OTH CURR COND-DEL W P/P",65535
"648.93","OTH CURR COND-ANTEPARTUM",65535
"648.94","OTH CURR COND-POSTPARTUM",65535
"649.00","TOBACCO USE DISORD-UNSP",65535
"649.01","TOBACCO USE DISOR-DELLIV",65535
"649.02","TOBACCO USE DIS-DEL-P/P",65535
"649.03","TOBACCO USE DIS-ANTEPART",65535
"649.04","TOBACCO USE DIS-POSTPART",65535
"649.10","OBESITY-UNSPECIFIED",65535
"649.11","OBESITY-DELIVERED",65535
"649.12","OBESITY-DELIVERED W P/P",65535
"649.13","OBESITY-ANTEPARTUM",65535
"649.14","OBESITY-POSTPARTUM",65535
"649.20","BARIATRIC SURG STAT-UNSP",65535
"649.21","BARIATRIC SURG STAT-DEL",65535
"649.22","BARIATRIC SURG-DEL W P/P",65535
"649.23","BARIATRC SURG STAT-ANTEP",65535
"649.24","BARIATRC SURG STAT W P/P",65535
"649.30","COAGULATION DEF-UNSPEC",65535
"649.31","COAGULATION DEF-DELIV",65535
"649.32","COAGULATN DEF-DEL W P/P",65535
"649.33","COAGULATION DEF-ANTEPART",65535
"649.34","COAGULATION DEF-POSTPART",65535
"649.40","EPILEPSY-UNSPECIFIED",65535
"649.41","EPILEPSY-DELIVERED",65535
"649.42","EPILEPSY-DELIVERED W P/P",65535
"649.43","EPILEPSY-ANTEPARTUM",65535
"649.44","EPILEPSY-POSTPARTUM",65535
"649.50","SPOTTING-UNSPECIFIED",65535
"649.51","SPOTTING-DELIVERED",65535
"649.53","SPOTTING-ANTEPARTUM",65535
"649.60","UTERINE SIZE DESCRP-UNSP",65535
"649.61","UTERINE SIZE DESCREP-DEL",65535
"649.62","UTERINE SIZE-DEL W P/P",65535
"649.63","UTERINE SIZE DES-ANTEPAR",65535
"649.64","UTERINE SIZE DESCREP-P/P",65535
"650","NORMAL DELIVERY",65535
"651","MULTIPLE GESTATION*",0
"651.0","TWIN PREGNANCY*",0
"651.00","TWIN PREGNANCY-UNSPEC",65535
"651.01","TWIN PREGNANCY-DELIVERED",65535
"651.03","TWIN PREGNANCY-ANTEPART",65535
"651.1","TRIPLET PREGNANCY*",0
"651.10","TRIPLET PREGNANCY-UNSPEC",65535
"651.11","TRIPLET PREGNANCY-DELIV",65535
"651.13","TRIPLET PREG-ANTEPARTUM",65535
"651.2","QUADRUPLET PREGNANCY*",0
"651.20","QUADRUPLET PREG-UNSPEC",65535
"651.21","QUADRUPLET PREG-DELIVER",65535
"651.23","QUADRUPLET PREG-ANTEPART",65535
"651.3","TWINS W FETAL LOSS*",0
"651.30","TWINS W FETAL LOSS-UNSP",65535
"651.31","TWINS W FETAL LOSS-DEL",65535
"651.33","TWINS W FETAL LOSS-ANTE",65535
"651.4","TRIPLETS W FETAL LOSS*",0
"651.40","TRIPLETS W FET LOSS-UNSP",65535
"651.41","TRIPLETS W FET LOSS-DEL",65535
"651.43","TRIPLETS W FET LOSS-ANTE",65535
"651.5","QUADS W FETAL LOSS*",0
"651.50","QUADS W FETAL LOSS-UNSP",65535
"651.51","QUADS W FETAL LOSS-DEL",65535
"651.53","QUADS W FETAL LOSS-ANTE",65535
"651.6","MULT GES W FETAL LOSS*",0
"651.60","MULT GES W FET LOSS-UNSP",65535
"651.61","MULT GES W FET LOSS-DEL",65535
"651.63","MULT GES W FET LOSS-ANTE",65535
"651.70","MUL GEST-FET REDUCT UNSP",65535
"651.71","MULT GEST-FET REDUCT DEL",65535
"651.73","MUL GEST-FET REDUCT ANTE",65535
"651.8","MULTIPLE GESTATION NEC*",0
"651.80","MULTI GESTAT NEC-UNSPEC",65535
"651.81","MULTI GESTAT NEC-DELIVER",65535
"651.83","MULTI GEST NEC-ANTEPART",65535
"651.9","MULTIPLE GESTATION NOS*",0
"651.90","MULTI GESTAT NOS-UNSPEC",65535
"651.91","MULT GESTATION NOS-DELIV",65535
"651.93","MULTI GEST NOS-ANTEPART",65535
"652","MALPOSITION OF FETUS*",0
"652.0","UNSTABLE LIE*",0
"652.00","UNSTABLE LIE-UNSPECIFIED",65535
"652.01","UNSTABLE LIE-DELIVERED",65535
"652.03","UNSTABLE LIE-ANTEPARTUM",65535
"652.1","CEPHALIC VERSION NOS*",0
"652.10","CEPHALIC VERS NOS-UNSPEC",65535
"652.11","CEPHALIC VERS NOS-DELIV",65535
"652.13","CEPHAL VERS NOS-ANTEPART",65535
"652.2","BREECH PRESENTATION*",0
"652.20","BREECH PRESENTAT-UNSPEC",65535
"652.21","BREECH PRESENTAT-DELIVER",65535
"652.23","BREECH PRESENT-ANTEPART",65535
"652.3","TRANSVERSE/OBLIQUE LIE*",0
"652.30","TRANSV/OBLIQ LIE-UNSPEC",65535
"652.31","TRANSVER/OBLIQ LIE-DELIV",65535
"652.33","TRANSV/OBLIQ LIE-ANTEPAR",65535
"652.4","FACE OR BROW PRESENTAT*",0
"652.40","FACE/BROW PRESENT-UNSPEC",65535
"652.41","FACE/BROW PRESENT-DELIV",65535
"652.43","FACE/BROW PRES-ANTEPART",65535
"652.5","HIGH HEAD AT TERM*",0
"652.50","HIGH HEAD AT TERM-UNSPEC",65535
"652.51","HIGH HEAD AT TERM-DELIV",65535
"652.53","HIGH HEAD TERM-ANTEPART",65535
"652.6","MULT GEST W MALPRESENTAT",0
"652.60","MULT GEST MALPRESEN-UNSP",65535
"652.61","MULT GEST MALPRES-DELIV",65535
"652.63","MULT GES MALPRES-ANTEPAR",65535
"652.7","PROLAPSED ARM*",0
"652.70","PROLAPSED ARM-UNSPEC",65535
"652.71","PROLAPSED ARM-DELIVERED",65535
"652.73","PROLAPSED ARM-ANTEPART",65535
"652.8","MALPOSITION NEC*",0
"652.80","MALPOSITION NEC-UNSPEC",65535
"652.81","MALPOSITION NEC-DELIVER",65535
"652.83","MALPOSITION NEC-ANTEPART",65535
"652.9","MALPOSITION NOS*",0
"652.90","MALPOSITION NOS-UNSPEC",65535
"652.91","MALPOSITION NOS-DELIVER",65535
"652.93","MALPOSITION NOS-ANTEPART",65535
"653","DISPROPORTION*",0
"653.0","PELVIC DEFORMITY NOS*",0
"653.00","PELVIC DEFORM NOS-UNSPEC",65535
"653.01","PELVIC DEFORM NOS-DELIV",65535
"653.03","PELV DEFORM NOS-ANTEPART",65535
"653.1","CONTRACTED PELVIS NOS*",0
"653.10","CONTRACT PELV NOS-UNSPEC",65535
"653.11","CONTRACT PELV NOS-DELIV",65535
"653.13","CONTRAC PELV NOS-ANTEPAR",65535
"653.2","INLET CONTRACTION PELVIS",0
"653.20","INLET CONTRACTION-UNSPEC",65535
"653.21","INLET CONTRACTION-DELIV",65535
"653.23","INLET CONTRACT-ANTEPART",65535
"653.3","OUTLET CONTRACT PELVIS*",0
"653.30","OUTLET CONTRACTION-UNSP",65535
"653.31","OUTLET CONTRACTION-DELIV",65535
"653.33","OUTLET CONTRACT-ANTEPART",65535
"653.4","FETOPELVIC DISPROPORTION",0
"653.40","FETOPELV DISPROP-UNSPEC",65535
"653.41","FETOPELV DISPROPOR-DELIV",65535
"653.43","FETOPEL DISPROP-ANTEPART",65535
"653.5","FETAL DISPROPORTION NOS*",0
"653.50","FETAL DISPROP NOS-UNSPEC",65535
"653.51","FETAL DISPROP NOS-DELIV",65535
"653.53","FETAL DISPRO NOS-ANTEPAR",65535
"653.6","HYDROCEPH FETUS W DISPRO",0
"653.60","HYDROCEPHAL FETUS-UNSPEC",65535
"653.61","HYDROCEPH FETUS-DELIVER",65535
"653.63","HYDROCEPH FETUS-ANTEPART",65535
"653.7","OTH FETAL ABN W DISPROP*",0
"653.70","OTH ABN FET DISPROP-UNSP",65535
"653.71","OTH ABN FET DISPRO-DELIV",65535
"653.73","OTH ABN FET DISPRO-ANTEP",65535
"653.8","DISPROPORTION NEC*",0
"653.80","DISPROPORTION NEC-UNSPEC",65535
"653.81","DISPROPORTION NEC-DELIV",65535
"653.83","DISPROPOR NEC-ANTEPARTUM",65535
"653.9","DISPROPORTION NOS*",0
"653.90","DISPROPORTION NOS-UNSPEC",65535
"653.91","DISPROPORTION NOS-DELIV",65535
"653.93","DISPROPOR NOS-ANTEPARTUM",65535
"654","ABN PELVIC ORGAN IN PREG",0
"654.0","CONG ABN UTERUS IN PREG*",0
"654.00","CONG ABN UTER PREG-UNSP",65535
"654.01","CONGEN ABN UTERUS-DELIV",65535
"654.02","CONG ABN UTER-DEL W P/P",65535
"654.03","CONGEN ABN UTER-ANTEPART",65535
"654.04","CONGEN ABN UTER-POSTPART",65535
"654.1","UTERINE TUMOR IN PREG*",0
"654.10","UTER TUMOR IN PREG-UNSP",65535
"654.11","UTERINE TUMOR-DELIVERED",65535
"654.12","UTERINE TUMOR-DEL W P/P",65535
"654.13","UTERINE TUMOR-ANTEPARTUM",65535
"654.14","UTERINE TUMOR-POSTPARTUM",65535
"654.2","PREVIOUS C-SECTION NOS*",0
"654.20","PREV C-DELIVERY UNSPEC",65535
"654.21","PREV C-DELIVERY-DELIVRD",65535
"654.23","PREV C-DELIVERY-ANTEPART",65535
"654.3","RETROVERT GRAVID UTERUS*",0
"654.30","RETROVERT UTERUS-UNSPEC",65535
"654.31","RETROVERT UTERUS-DELIVER",65535
"654.32","RETROVERT UTER-DEL W P/P",65535
"654.33","RETROVERT UTER-ANTEPART",65535
"654.34","RETROVERT UTER-POSTPART",65535
"654.4","ABN SHAPE GRAVID UTERUS*",0
"654.40","ABN GRAV UTERUS NEC-UNSP",65535
"654.41","ABN UTERUS NEC-DELIVERED",65535
"654.42","ABN UTERUS NEC-DEL W P/P",65535
"654.43","ABN UTERUS NEC-ANTEPART",65535
"654.44","ABN UTERUS NEC-POSTPART",65535
"654.5","CERVIX INCOMPET IN PREG*",0
"654.50","CERV INCOMPET PREG-UNSP",65535
"654.51","CERVICAL INCOMPET-DELIV",65535
"654.52","CERV INCOMPET-DEL W P/P",65535
"654.53","CERV INCOMPET-ANTEPARTUM",65535
"654.54","CERV INCOMPET-POSTPARTUM",65535
"654.6","ABN CERVIX NEC IN PREG*",0
"654.60","ABN CERVIX NEC PREG-UNSP",65535
"654.61","ABN CERVIX NEC-DELIVERED",65535
"654.62","ABN CERVIX NEC-DEL W P/P",65535
"654.63","ABN CERVIX NEC-ANTEPART",65535
"654.64","ABN CERVIX NEC-POSTPART",65535
"654.7","ABNORMAL VAGINA IN PREG*",0
"654.70","ABN VAGINA IN PREG-UNSP",65535
"654.71","ABNORM VAGINA-DELIVERED",65535
"654.72","ABNORM VAGINA-DEL W P/P",65535
"654.73","ABNORM VAGINA-ANTEPARTUM",65535
"654.74","ABNORM VAGINA-POSTPARTUM",65535
"654.8","ABNORMAL VULVA IN PREG*",0
"654.80","ABN VULVA IN PREG-UNSPEC",65535
"654.81","ABNORMAL VULVA-DELIVERED",65535
"654.82","ABNORMAL VULVA-DEL W P/P",65535
"654.83","ABNORMAL VULVA-ANTEPART",65535
"654.84","ABNORMAL VULVA-POSTPART",65535
"654.9","ABN PELV ORG NOS IN PREG",0
"654.90","ABN PEL NEC IN PREG-UNSP",65535
"654.91","ABN PELV ORG NEC-DELIVER",65535
"654.92","ABN PELV NEC-DELIV W P/P",65535
"654.93","ABN PELV ORG NEC-ANTEPAR",65535
"654.94","ABN PELV ORG NEC-POSTPAR",65535
"655","FETAL ABN AFFECT MOTHER*",0
"655.0","FETAL CNS MALFORMATION*",0
"655.00","FETAL CNS MALFORM-UNSPEC",65535
"655.01","FETAL CNS MALFORM-DELIV",65535
"655.03","FETAL CNS MALFOR-ANTEPAR",65535
"655.1","FETAL CHROMOSOMAL ABN*",0
"655.10","FETAL CHROMOS ABN-UNSPEC",65535
"655.11","FETAL CHROMOSO ABN-DELIV",65535
"655.13","FET CHROMO ABN-ANTEPART",65535
"655.2","FAM HERED DIS AFF FETUS*",0
"655.20","FAMIL HEREDIT DIS-UNSPEC",65535
"655.21","FAMIL HEREDIT DIS-DELIV",65535
"655.23","FAMIL HERED DIS-ANTEPART",65535
"655.3","FETAL DAMAGE D/T VIRUS*",0
"655.30","FET DAMG D/T VIRUS-UNSP",65535
"655.31","FET DAMG D/T VIRUS-DELIV",65535
"655.33","FET DAMG D/T VIRUS-ANTEP",65535
"655.4","FETAL DAMAGE D/T OTH DIS",0
"655.40","FET DAMG D/T DIS-UNSPEC",65535
"655.41","FET DAMG D/T DIS-DELIVER",65535
"655.43","FET DAMG D/T DIS-ANTEPAR",65535
"655.5","FETAL DAMAGE D/T DRUG*",0
"655.50","FETAL DAMG D/T DRUG-UNSP",65535
"655.51","FET DAMAG D/T DRUG-DELIV",65535
"655.53","FET DAMG D/T DRUG-ANTEPA",65535
"655.6","RADIATION FETAL DAMAGE*",0
"655.60","RADIAT FETAL DAMAG-UNSP",65535
"655.61","RADIAT FETAL DAMAG-DELIV",65535
"655.63","RADIAT FET DAMAG-ANTEPAR",65535
"655.70","DECREASE FETL MOVMT UNSP",65535
"655.71","DECREASE FETAL MOVMT DEL",65535
"655.73","DEC FETAL MOVMT ANTEPART",65535
"655.8","FETAL ABNORMALITY NEC*",0
"655.80","FETAL ABNORM NEC-UNSPEC",65535
"655.81","FETAL ABNORM NEC-DELIVER",65535
"655.83","FETAL ABNORM NEC-ANTEPAR",65535
"655.9","FETAL ABNORMALITY NOS*",0
"655.90","FETAL ABNORM NOS-UNSPEC",65535
"655.91","FETAL ABNORM NOS-DELIVER",65535
"655.93","FETAL ABNORM NOS-ANTEPAR",65535
"656","OTH FETAL PROB AFF MOTH*",0
"656.0","FETAL-MATERNAL HEMORR*",0
"656.00","FETAL-MATERNAL HEM-UNSP",65535
"656.01","FETAL-MATERNAL HEM-DELIV",65535
"656.03","FETAL-MATERN HEM-ANTEPAR",65535
"656.1","RHESUS ISOIMMUNIZATION*",0
"656.10","RH ISOIMMUNIZATION-UNSP",65535
"656.11","RH ISOIMMUNIZAT-DELIVER",65535
"656.13","RH ISOIMMUNIZAT-ANTEPART",65535
"656.2","ABO ISOIMMUNIZATION*",0
"656.20","ABO ISOIMMUNIZATION-UNSP",65535
"656.21","ABO ISOIMMUNIZAT-DELIVER",65535
"656.23","ABO ISOIMMUNIZAT-ANTEPAR",65535
"656.3","FETAL DISTRESS*",0
"656.30","FETAL DISTRESS-UNSPEC",65535
"656.31","FETAL DISTRESS-DELIVERED",65535
"656.33","FETAL DISTRESS-ANTEPART",65535
"656.4","INTRAUTERINE DEATH*",0
"656.40","INTRAUTERINE DEATH-UNSP",65535
"656.41","INTRAUTER DEATH-DELIVER",65535
"656.43","INTRAUTER DEATH-ANTEPART",65535
"656.5","POOR FETAL GROWTH*",0
"656.50","POOR FETAL GROWTH-UNSPEC",65535
"656.51","POOR FETAL GROWTH-DELIV",65535
"656.53","POOR FETAL GRTH-ANTEPART",65535
"656.6","EXCESSIVE FETAL GROWTH*",0
"656.60","EXCESS FETAL GRTH-UNSPEC",65535
"656.61","EXCESS FETAL GRTH-DELIV",65535
"656.63","EXCESS FET GRTH-ANTEPART",65535
"656.7","OTH PLACENTAL CONDITIONS",0
"656.70","OTH PLACENT COND-UNSPEC",65535
"656.71","OTH PLACENT COND-DELIVER",65535
"656.73","OTH PLACENT COND-ANTEPAR",65535
"656.8","FETAL/PLACENTAL PROB NEC",0
"656.80","FET/PLAC PROB NEC-UNSPEC",65535
"656.81","FET/PLAC PROB NEC-DELIV",65535
"656.83","FET/PLAC PROB NEC-ANTEPA",65535
"656.9","FETAL/PLACENTAL PROB NOS",0
"656.90","FET/PLAC PROB NOS-UNSPEC",65535
"656.91","FET/PLAC PROB NOS-DELIV",65535
"656.93","FET/PLAC PROB NOS-ANTEPA",65535
"657","POLYHYDRAMNIOS*",0
"657.00","POLYHYDRAMNIOS-UNSPEC",65535
"657.01","POLYHYDRAMNIOS-DELIVERED",65535
"657.03","POLYHYDRAMNIOS-ANTEPART",65535
"658","OTH AMNIOTIC CAVITY PROB",0
"658.0","OLIGOHYDRAMNIOS*",0
"658.00","OLIGOHYDRAMNIOS-UNSPEC",65535
"658.01","OLIGOHYDRAMNIOS-DELIVER",65535
"658.03","OLIGOHYDRAMNIOS-ANTEPAR",65535
"658.1","PREMAT RUPTURE MEMBRANES",0
"658.10","PREM RUPT MEMBRAN-UNSPEC",65535
"658.11","PREM RUPT MEMBRAN-DELIV",65535
"658.13","PREM RUPT MEMB-ANTEPART",65535
"658.2","PROLONG RUPT MEMBRAN NOS",0
"658.20","PROLONG RUPT MEMB-UNSPEC",65535
