Ingredient|DF;Route||Trade_Name|Applicant|Strength|Appl_Type|Appl_No|Product_No|TE_Code|Approval_Date|RLD|Type|Applicant_Full_Name
DOXYCYCLINE HYCLATE|TABLET|ORAL|DOXYCYCLINE HYCLATE|WEST WARD|EQ 100MG BASE|A|065095|001|AB|Jul 2, 2003|No|RX|WEST WARD PHARMACEUTICAL CORP
DOXYCYCLINE HYCLATE|TABLET|ORAL|DOXY-LEMMON|TEVA|EQ 100MG BASE|A|062581|001||Mar 15, 1985|No|DISCN|TEVA PHARMACEUTICALS USA INC
DOXYCYCLINE HYCLATE|TABLET|ORAL|PERIOSTAT|GALDERMA LABS LP|EQ 20MG BASE|N|050783|001|AB|Feb 2, 2001|Yes|RX|GALDERMA LABORATORIES LP
DOXYCYCLINE HYCLATE|TABLET|ORAL|VIBRA-TABS|PFIZER|EQ 100MG BASE|N|050533|001|AB|Approved Prior to Jan 1, 1982|Yes|RX|PFIZER LABORATORIES DIV PFIZER INC
DOXYLAMINE SUCCINATE|CAPSULE|ORAL|UNISOM|PFIZER|25MG|N|019440|001||Feb 5, 1986|No|DISCN|PFIZER LABORATORIES DIV PFIZER INC
DOXYLAMINE SUCCINATE|TABLET|ORAL|DECAPRYN|SANOFI AVENTIS US|12.5MG|N|006412|015||Approved Prior to Jan 1, 1982|No|DISCN|SANOFI AVENTIS US LLC
DOXYLAMINE SUCCINATE|TABLET|ORAL|DECAPRYN|SANOFI AVENTIS US|25MG|N|006412|014||Approved Prior to Jan 1, 1982|No|DISCN|SANOFI AVENTIS US LLC
DOXYLAMINE SUCCINATE|TABLET|ORAL|DOXYLAMINE SUCCINATE|COPLEY PHARM|25MG|A|088900|002||Feb 12, 1988|No|DISCN|COPLEY PHARMACEUTICAL INC
DOXYLAMINE SUCCINATE|TABLET|ORAL|DOXYLAMINE SUCCINATE|LNK|25MG|A|040564|001||Aug 27, 2004|No|OTC|LNK INTERNATIONAL INC
DOXYLAMINE SUCCINATE|TABLET|ORAL|DOXYLAMINE SUCCINATE|PERRIGO|25MG|A|040167|001||Sep 18, 1996|No|OTC|L PERRIGO CO
DOXYLAMINE SUCCINATE|TABLET|ORAL|DOXYLAMINE SUCCINATE|QUANTUM PHARMICS|25MG|A|088603|001||Aug 7, 1984|No|DISCN|QUANTUM PHARMICS LTD
DOXYLAMINE SUCCINATE|TABLET|ORAL|DOXY-SLEEP-AID|PAR PHARM|25MG|A|070156|001||Jul 2, 1987|No|DISCN|PAR PHARMACEUTICAL INC
DOXYLAMINE SUCCINATE|TABLET|ORAL|UNISOM|CHATTEM|25MG|N|018066|001||Approved Prior to Jan 1, 1982|Yes|OTC|CHATTEM INC
DOXYLAMINE SUCCINATE,PYRIDOXINE HYDROCHLORIDE|TABLET, EXTENDED RELEASE|ORAL|BENDECTIN|SANOFI AVENTIS US|10MG,10MG |N|010598|002||Approved Prior to Jan 1, 1982|No|DISCN|SANOFI AVENTIS US LLC
DROMOSTANOLONE PROPIONATE|INJECTABLE|INJECTION|DROLBAN|LILLY|50MG/ML|N|012936|001||Approved Prior to Jan 1, 1982|No|DISCN|ELI LILLY AND CO
DRONABINOL|CAPSULE|ORAL|DRONABINOL|SVC PHARMA|10MG|A|078292|003|AB|Jun 27, 2008|No|RX|SVC PHARMA LP
DRONABINOL|CAPSULE|ORAL|DRONABINOL|SVC PHARMA|2.5MG|A|078292|001|AB|Jun 27, 2008|No|RX|SVC PHARMA LP
DRONABINOL|CAPSULE|ORAL|DRONABINOL|SVC PHARMA|5MG|A|078292|002|AB|Jun 27, 2008|No|RX|SVC PHARMA LP
DRONABINOL|CAPSULE|ORAL|MARINOL|UNIMED|10MG|N|018651|003|AB|May 31, 1985|No|RX|UNIMED INC
DRONABINOL|CAPSULE|ORAL|MARINOL|UNIMED|2.5MG|N|018651|001|AB|May 31, 1985|No|RX|UNIMED INC
DRONABINOL|CAPSULE|ORAL|MARINOL|UNIMED|5MG|N|018651|002|AB|May 31, 1985|Yes|RX|UNIMED INC
DRONEDARONE HYDROCHLORIDE|TABLET|ORAL|MULTAQ|SANOFI AVENTIS US|EQ 400MG BASE|N|022425|001||Jul 1, 2009|Yes|RX|SANOFI AVENTIS US LLC
DROPERIDOL|INJECTABLE|INJECTION|DROPERIDOL|ABRAXIS PHARM|2.5MG/ML|A|070992|001||Nov 17, 1986|No|DISCN|ABRAXIS PHARMACEUTICAL PRODUCTS
DROPERIDOL|INJECTABLE|INJECTION|DROPERIDOL|ABRAXIS PHARM|2.5MG/ML|A|070993|001||Nov 17, 1986|No|DISCN|ABRAXIS PHARMACEUTICAL PRODUCTS
DROPERIDOL|INJECTABLE|INJECTION|DROPERIDOL|ASTRAZENECA|2.5MG/ML|A|072018|001||Oct 20, 1988|No|DISCN|ASTRAZENECA LP
DROPERIDOL|INJECTABLE|INJECTION|DROPERIDOL|ASTRAZENECA|2.5MG/ML|A|072019|001||Oct 19, 1988|No|DISCN|ASTRAZENECA LP
DROPERIDOL|INJECTABLE|INJECTION|DROPERIDOL|ASTRAZENECA|2.5MG/ML|A|072020|001||Oct 19, 1988|No|DISCN|ASTRAZENECA LP
DROPERIDOL|INJECTABLE|INJECTION|DROPERIDOL|ASTRAZENECA|2.5MG/ML|A|072021|001||Oct 19, 1988|No|DISCN|ASTRAZENECA LP
DROPERIDOL|INJECTABLE|INJECTION|DROPERIDOL|HOSPIRA|2.5MG/ML|A|071645|001||Apr 7, 1988|No|DISCN|HOSPIRA INC
DROPERIDOL|INJECTABLE|INJECTION|DROPERIDOL|HOSPIRA|2.5MG/ML|A|071981|001|AP|Feb 29, 1988|No|RX|HOSPIRA INC
DROPERIDOL|INJECTABLE|INJECTION|DROPERIDOL|HOSPIRA|2.5MG/ML|A|072272|001||Aug 31, 1995|No|DISCN|HOSPIRA INC
DROPERIDOL|INJECTABLE|INJECTION|DROPERIDOL|LUITPOLD|2.5MG/ML|A|072123|001|AP|Oct 24, 1988|No|RX|LUITPOLD PHARMACEUTICALS INC
DROPERIDOL|INJECTABLE|INJECTION|DROPERIDOL|LUITPOLD|2.5MG/ML|A|072335|001|AP|Oct 24, 1988|No|RX|LUITPOLD PHARMACEUTICALS INC
DROPERIDOL|INJECTABLE|INJECTION|DROPERIDOL|SMITH AND NEPHEW|2.5MG/ML|A|071750|001||Sep 6, 1988|No|DISCN|SMITH AND NEPHEW SOLOPAK DIV SMITH AND NEPHEW
DROPERIDOL|INJECTABLE|INJECTION|DROPERIDOL|SOLOPAK|2.5MG/ML|A|071754|001||Sep 6, 1988|No|DISCN|SOLOPAK LABORATORIES INC
DROPERIDOL|INJECTABLE|INJECTION|DROPERIDOL|SOLOPAK|2.5MG/ML|A|071755|001||Sep 6, 1988|No|DISCN|SOLOPAK LABORATORIES INC
DROPERIDOL|INJECTABLE|INJECTION|DROPERIDOL|WATSON LABS|2.5MG/ML|A|073520|001||Nov 27, 1991|No|DISCN|WATSON LABORATORIES INC
DROPERIDOL|INJECTABLE|INJECTION|DROPERIDOL|WATSON LABS|2.5MG/ML|A|073521|001||Nov 27, 1991|No|DISCN|WATSON LABORATORIES INC
DROPERIDOL|INJECTABLE|INJECTION|DROPERIDOL|WATSON LABS|2.5MG/ML|A|073523|001||Nov 27, 1991|No|DISCN|WATSON LABORATORIES INC
DROPERIDOL|INJECTABLE|INJECTION|INAPSINE|AKORN INC|2.5MG/ML|N|016796|001|AP|Approved Prior to Jan 1, 1982|Yes|RX|AKORN INC
DROPERIDOL,FENTANYL CITRATE|INJECTABLE|INJECTION|FENTANYL CITRATE AND DROPERIDOL|ASTRAZENECA|2.5MG/ML,EQ 0.05MG BASE/ML|A|072026|001||Apr 13, 1989|No|DISCN|ASTRAZENECA LP
DROPERIDOL,FENTANYL CITRATE|INJECTABLE|INJECTION|FENTANYL CITRATE AND DROPERIDOL|ASTRAZENECA|2.5MG/ML,EQ 0.05MG BASE/ML|A|072027|001||Apr 13, 1989|No|DISCN|ASTRAZENECA LP
DROPERIDOL,FENTANYL CITRATE|INJECTABLE|INJECTION|FENTANYL CITRATE AND DROPERIDOL|ASTRAZENECA|2.5MG/ML,EQ 0.05MG BASE/ML|A|072028|001||Apr 13, 1989|No|DISCN|ASTRAZENECA LP
DROPERIDOL,FENTANYL CITRATE|INJECTABLE|INJECTION|FENTANYL CITRATE AND DROPERIDOL|HOSPIRA|2.5MG/ML,EQ 0.05MG BASE/ML|A|071982|001||May 4, 1988|No|DISCN|HOSPIRA INC
DROPERIDOL,FENTANYL CITRATE|INJECTABLE|INJECTION|INNOVAR|AKORN MFG|2.5MG/ML,EQ 0.05MG BASE/ML|N|016049|001||Approved Prior to Jan 1, 1982|No|DISCN|AKORN MANUFACTURING INC
DROSPIRENONE,ESTRADIOL|TABLET|ORAL|ANGELIQ|BAYER HLTHCARE|0.5MG,1MG|N|021355|002||Sep 28, 2005|Yes|RX|BAYER HEALTHCARE PHARMACEUTICALS INC
DROSPIRENONE,ETHINYL ESTRADIOL|TABLET|ORAL|DROSPIRENONE AND ETHINYL ESTRADIOL|BARR|3MG,0.02MG|A|078515|001|AB|Mar 30, 2009|No|RX|BARR LABORATORIES INC
DROSPIRENONE,ETHINYL ESTRADIOL|TABLET|ORAL|YAZ|BAYER HLTHCARE|3MG,0.02MG|N|021676|001|AB|Mar 16, 2006|Yes|RX|BAYER HEALTHCARE PHARMACEUTICALS INC
DROSPIRENONE,ETHINYL ESTRADIOL|TABLET|ORAL-28|DROSPIRENONE AND ETHINYL ESTRADIOL|BARR|3MG,0.03MG|A|077527|001|AB|May 9, 2008|No|RX|BARR LABORATORIES INC
DROSPIRENONE,ETHINYL ESTRADIOL|TABLET|ORAL-28|YASMIN|BAYER HLTHCARE|3MG,0.03MG|N|021098|001|AB|May 11, 2001|Yes|RX|BAYER HEALTHCARE PHARMACEUTICALS INC
DULOXETINE HYDROCHLORIDE|CAPSULE, DELAYED REL PELLETS|ORAL|CYMBALTA|LILLY|EQ 20MG BASE|N|021427|001||Aug 3, 2004|No|RX|ELI LILLY AND CO
DULOXETINE HYDROCHLORIDE|CAPSULE, DELAYED REL PELLETS|ORAL|CYMBALTA|LILLY|EQ 30MG BASE|N|021427|002||Aug 3, 2004|No|RX|ELI LILLY AND CO
DULOXETINE HYDROCHLORIDE|CAPSULE, DELAYED REL PELLETS|ORAL|CYMBALTA|LILLY|EQ 40MG BASE|N|021427|003||Nov 19, 2009|No|RX|ELI LILLY AND CO
DULOXETINE HYDROCHLORIDE|CAPSULE, DELAYED REL PELLETS|ORAL|CYMBALTA|LILLY|EQ 60MG BASE|N|021427|004||Aug 3, 2004|Yes|RX|ELI LILLY AND CO
DUTASTERIDE|CAPSULE|ORAL|AVODART|GLAXOSMITHKLINE|0.5MG|N|021319|001||Nov 20, 2001|Yes|RX|GLAXOSMITHKLINE
DYCLONINE HYDROCHLORIDE|SOLUTION|TOPICAL|DYCLONE|ASTRAZENECA|0.5% |N|009925|002||Approved Prior to Jan 1, 1982|No|DISCN|ASTRAZENECA LP
DYCLONINE HYDROCHLORIDE|SOLUTION|TOPICAL|DYCLONE|ASTRAZENECA|1% |N|009925|001||Approved Prior to Jan 1, 1982|No|DISCN|ASTRAZENECA LP
DYDROGESTERONE|TABLET|ORAL|GYNOREST|SOLVAY|10MG|N|017388|002||Approved Prior to Jan 1, 1982|No|DISCN|SOLVAY PHARMACEUTICALS
DYDROGESTERONE|TABLET|ORAL|GYNOREST|SOLVAY|5MG|N|017388|001||Approved Prior to Jan 1, 1982|No|DISCN|SOLVAY PHARMACEUTICALS
DYPHYLLINE|ELIXIR|ORAL|NEOTHYLLINE|TEVA|160MG/15ML|N|007794|003||Approved Prior to Jan 1, 1982|No|DISCN|TEVA PHARMACEUTICALS USA INC
DYPHYLLINE|INJECTABLE|INJECTION|NEOTHYLLINE|TEVA|250MG/ML|N|009088|001||Approved Prior to Jan 1, 1982|No|DISCN|TEVA PHARMACEUTICALS USA INC
DYPHYLLINE|TABLET|ORAL|DILOR|SAVAGE LABS|200MG|A|084514|001||Approved Prior to Jan 1, 1982|No|DISCN|SAVAGE LABORATORIES INC DIV ALTANA INC
DYPHYLLINE|TABLET|ORAL|DILOR-400|SAVAGE LABS|400MG|A|084751|001||Approved Prior to Jan 1, 1982|No|DISCN|SAVAGE LABORATORIES INC DIV ALTANA INC
DYPHYLLINE|TABLET|ORAL|LUFYLLIN|MEDA PHARMS|200MG|A|084566|001||Approved Prior to Jan 1, 1982|No|RX|MEDA PHARMACEUTICALS INC
DYPHYLLINE|TABLET|ORAL|LUFYLLIN|MEDA PHARMS|400MG|A|084566|002||Approved Prior to Jan 1, 1982|Yes|RX|MEDA PHARMACEUTICALS INC
DYPHYLLINE|TABLET|ORAL|NEOTHYLLINE|TEVA|200MG|N|007794|001||Approved Prior to Jan 1, 1982|No|DISCN|TEVA PHARMACEUTICALS USA INC
DYPHYLLINE|TABLET|ORAL|NEOTHYLLINE|TEVA|400MG|N|007794|002||Approved Prior to Jan 1, 1982|No|DISCN|TEVA PHARMACEUTICALS USA INC
ECHOTHIOPHATE IODIDE|FOR SOLUTION|OPHTHALMIC|PHOSPHOLINE IODIDE|WYETH PHARMS INC|0.03%|N|011963|002||Approved Prior to Jan 1, 1982|No|DISCN|WYETH PHARMACEUTICALS INC
ECHOTHIOPHATE IODIDE|FOR SOLUTION|OPHTHALMIC|PHOSPHOLINE IODIDE|WYETH PHARMS INC|0.06%|N|011963|004||Approved Prior to Jan 1, 1982|No|DISCN|WYETH PHARMACEUTICALS INC
ECHOTHIOPHATE IODIDE|FOR SOLUTION|OPHTHALMIC|PHOSPHOLINE IODIDE|WYETH PHARMS INC|0.125%|N|011963|001||Approved Prior to Jan 1, 1982|Yes|RX|WYETH PHARMACEUTICALS INC
ECHOTHIOPHATE IODIDE|FOR SOLUTION|OPHTHALMIC|PHOSPHOLINE IODIDE|WYETH PHARMS INC|0.25%|N|011963|003||Approved Prior to Jan 1, 1982|No|DISCN|WYETH PHARMACEUTICALS INC
ECONAZOLE NITRATE|CREAM|TOPICAL|ECONAZOLE NITRATE|ALTANA|1%|A|076075|001|AB|Nov 26, 2002|Yes|RX|ALTANA INC
ECONAZOLE NITRATE|CREAM|TOPICAL|ECONAZOLE NITRATE|PERRIGO NEW YORK|1%|A|076479|001|AB|Jun 23, 2004|No|RX|PERRIGO NEW YORK INC
ECONAZOLE NITRATE|CREAM|TOPICAL|ECONAZOLE NITRATE|PRASCO|1%|A|076574|001|AB|Dec 17, 2004|No|RX|PRASCO LLC DBA PRASCO LABORATORIES
ECONAZOLE NITRATE|CREAM|TOPICAL|ECONAZOLE NITRATE|TARO|1%|A|076005|001|AB|Nov 26, 2002|No|RX|TARO PHARMACEUTICALS USA INC
ECONAZOLE NITRATE|CREAM|TOPICAL|SPECTAZOLE|ORTHONEUTROGENA|1%|N|018751|001||Dec 23, 1982|No|DISCN|ORTHONEUTROGENA
EDETATE CALCIUM DISODIUM|INJECTABLE|INJECTION|CALCIUM DISODIUM VERSENATE|GRACEWAY|200MG/ML|N|008922|001||Approved Prior to Jan 1, 1982|Yes|RX|GRACEWAY PHARMACEUTICALS LLC
EDETATE CALCIUM DISODIUM|TABLET|ORAL|CALCIUM DISODIUM VERSENATE|GRACEWAY|500MG|N|008922|002||Approved Prior to Jan 1, 1982|No|DISCN|GRACEWAY PHARMACEUTICALS LLC
EDETATE DISODIUM|INJECTABLE|INJECTION|DISODIUM EDETATE|WATSON LABS|150MG/ML|A|084356|001||Approved Prior to Jan 1, 1982|No|DISCN|WATSON LABORATORIES INC
EDETATE DISODIUM|INJECTABLE|INJECTION|EDETATE DISODIUM|WATSON LABS|150MG/ML|A|080391|001||Approved Prior to Jan 1, 1982|No|DISCN|WATSON LABORATORIES INC
EDETATE DISODIUM|INJECTABLE|INJECTION|SODIUM VERSENATE|3M|200MG/ML|N|010573|001||Approved Prior to Jan 1, 1982|No|DISCN|3M PHARMACEUTICALS INC
EDROPHONIUM CHLORIDE|INJECTABLE|INJECTION|EDROPHONIUM CHLORIDE|HOSPIRA|10MG/ML|A|040131|001|AP|Feb 24, 1998|No|RX|HOSPIRA INC
EDROPHONIUM CHLORIDE|INJECTABLE|INJECTION|EDROPHONIUM CHLORIDE|WATSON LABS|10MG/ML|A|040044|001||Mar 20, 1996|No|DISCN|WATSON LABORATORIES INC
EDROPHONIUM CHLORIDE|INJECTABLE|INJECTION|EDROPHONIUM CHLORIDE PRESERVATIVE FREE|WATSON LABS|10MG/ML|A|040043|001||Mar 20, 1996|No|DISCN|WATSON LABORATORIES INC
EDROPHONIUM CHLORIDE|INJECTABLE|INJECTION|ENLON|BIONICHE PHARMA|10MG/ML|A|088873|001|AP|Aug 6, 1985|No|RX|BIONICHE PHARMA USA LLC
EDROPHONIUM CHLORIDE|INJECTABLE|INJECTION|REVERSOL|ORGANON USA INC|10MG/ML|A|089624|001||May 13, 1988|No|DISCN|ORGANON USA INC
EDROPHONIUM CHLORIDE|INJECTABLE|INJECTION|TENSILON|VALEANT PHARM INTL|10MG/ML|N|007959|001|AP|Approved Prior to Jan 1, 1982|Yes|RX|VALEANT PHARMACEUTICALS INTERNATIONAL
EDROPHONIUM CHLORIDE|INJECTABLE|INJECTION|TENSILON PRESERVATIVE FREE|VALEANT PHARM INTL|10MG/ML|N|007959|002|AP|Approved Prior to Jan 1, 1982|Yes|RX|VALEANT PHARMACEUTICALS INTERNATIONAL
EFAVIRENZ|CAPSULE|ORAL|SUSTIVA|BRISTOL MYERS SQUIBB|100MG|N|020972|002||Sep 17, 1998|No|DISCN|BRISTOL MYERS SQUIBB CO
EFAVIRENZ|CAPSULE|ORAL|SUSTIVA|BRISTOL MYERS SQUIBB|200MG|N|020972|003||Sep 17, 1998|Yes|RX|BRISTOL MYERS SQUIBB CO
EFAVIRENZ|CAPSULE|ORAL|SUSTIVA|BRISTOL MYERS SQUIBB|50MG|N|020972|001||Sep 17, 1998|No|RX|BRISTOL MYERS SQUIBB CO
EFAVIRENZ|TABLET|ORAL|SUSTIVA|BRISTOL MYERS SQUIBB|300MG |N|021360|001||Feb 1, 2002|No|DISCN|BRISTOL MYERS SQUIBB PHARMA CO
EFAVIRENZ|TABLET|ORAL|SUSTIVA|BRISTOL MYERS SQUIBB|600MG|N|021360|002||Feb 1, 2002|Yes|RX|BRISTOL MYERS SQUIBB PHARMA CO
EFAVIRENZ,EMTRICITABINE,TENOFOVIR DISOPROXIL FUMARATE|TABLET|ORAL|ATRIPLA|GILEAD|600MG,200MG,300MG|N|021937|001||Jul 12, 2006|Yes|RX|GILEAD SCIENCES INC
EFLORNITHINE HYDROCHLORIDE|CREAM|TOPICAL|VANIQA|SKINMEDICA|13.9%|N|021145|001||Jul 27, 2000|Yes|RX|SKINMEDICA INC
EFLORNITHINE HYDROCHLORIDE|INJECTABLE|INJECTION|ORNIDYL|SANOFI AVENTIS US|200MG/ML|N|019879|002||Nov 28, 1990|No|DISCN|SANOFI AVENTIS US LLC
ELETRIPTAN HYDROBROMIDE|TABLET|ORAL|RELPAX|PFIZER IRELAND|EQ 20MG BASE|N|021016|001||Dec 26, 2002|No|RX|PFIZER IRELAND PHARMACEUTICALS
ELETRIPTAN HYDROBROMIDE|TABLET|ORAL|RELPAX|PFIZER IRELAND|EQ 40MG BASE|N|021016|002||Dec 26, 2002|Yes|RX|PFIZER IRELAND PHARMACEUTICALS
ELTROMBOPAG OLAMINE|TABLET|ORAL|PROMACTA|GLAXOSMITHKLINE|EQ 25MG ACID|N|022291|001||Nov 20, 2008|No|RX|GLAXOSMITHKLINE
ELTROMBOPAG OLAMINE|TABLET|ORAL|PROMACTA|GLAXOSMITHKLINE|EQ 50MG ACID|N|022291|002||Nov 20, 2008|Yes|RX|GLAXOSMITHKLINE
EMEDASTINE DIFUMARATE|SOLUTION/DROPS|OPHTHALMIC|EMADINE|ALCON|0.05%|N|020706|001||Dec 29, 1997|Yes|RX|ALCON LABORATORIES INC
EMTRICITABINE|CAPSULE|ORAL|EMTRIVA|GILEAD|200MG|N|021500|001||Jul 2, 2003|Yes|RX|GILEAD SCIENCES INC
EMTRICITABINE|SOLUTION|ORAL|EMTRIVA|GILEAD|10MG/ML|N|021896|001||Sep 28, 2005|Yes|RX|GILEAD SCIENCES INC
EMTRICITABINE,TENOFOVIR DISOPROXIL FUMARATE|TABLET|ORAL|TRUVADA|GILEAD|200MG,300MG|N|021752|001||Aug 2, 2004|Yes|RX|GILEAD SCIENCES INC
ENALAPRIL MALEATE|TABLET|ORAL|ENALAPRIL MALEATE|APOTEX|10MG|A|075178|003|AB|Mar 23, 2001|No|RX|APOTEX INC
ENALAPRIL MALEATE|TABLET|ORAL|ENALAPRIL MALEATE|APOTEX|2.5MG|A|075178|002|AB|Mar 23, 2001|No|RX|APOTEX INC
ENALAPRIL MALEATE|TABLET|ORAL|ENALAPRIL MALEATE|APOTEX|20MG|A|075178|004|AB|Mar 23, 2001|No|RX|APOTEX INC
ENALAPRIL MALEATE|TABLET|ORAL|ENALAPRIL MALEATE|APOTEX|5MG|A|075178|001|AB|Mar 23, 2001|No|RX|APOTEX INC
ENALAPRIL MALEATE|TABLET|ORAL|ENALAPRIL MALEATE|APOTHECON|10MG|A|075583|003||Aug 22, 2000|No|DISCN|APOTHECON INC DIV BRISTOL MYERS SQUIBB
ENALAPRIL MALEATE|TABLET|ORAL|ENALAPRIL MALEATE|APOTHECON|2.5MG|A|075583|001||Aug 22, 2000|No|DISCN|APOTHECON INC DIV BRISTOL MYERS SQUIBB
ENALAPRIL MALEATE|TABLET|ORAL|ENALAPRIL MALEATE|APOTHECON|20MG|A|075583|004||Aug 22, 2000|No|DISCN|APOTHECON INC DIV BRISTOL MYERS SQUIBB
ENALAPRIL MALEATE|TABLET|ORAL|ENALAPRIL MALEATE|APOTHECON|5MG|A|075583|002||Aug 22, 2000|No|DISCN|APOTHECON INC DIV BRISTOL MYERS SQUIBB
ENALAPRIL MALEATE|TABLET|ORAL|ENALAPRIL MALEATE|GENPHARM|10MG|A|075472|003|AB|Aug 22, 2000|No|RX|GENPHARM INC
ENALAPRIL MALEATE|TABLET|ORAL|ENALAPRIL MALEATE|GENPHARM|2.5MG|A|075472|001|AB|Aug 22, 2000|No|RX|GENPHARM INC
ENALAPRIL MALEATE|TABLET|ORAL|ENALAPRIL MALEATE|GENPHARM|20MG|A|075472|004|AB|Aug 22, 2000|No|RX|GENPHARM INC
ENALAPRIL MALEATE|TABLET|ORAL|ENALAPRIL MALEATE|GENPHARM|5MG|A|075472|002|AB|Aug 22, 2000|No|RX|GENPHARM INC
ENALAPRIL MALEATE|TABLET|ORAL|ENALAPRIL MALEATE|IVAX SUB TEVA PHARMS|10MG|A|075482|003||Aug 22, 2000|No|DISCN|IVAX PHARMACEUTICALS INC SUB TEVA PHARMACEUTICALS USA
ENALAPRIL MALEATE|TABLET|ORAL|ENALAPRIL MALEATE|IVAX SUB TEVA PHARMS|2.5MG|A|075482|001||Aug 22, 2000|No|DISCN|IVAX PHARMACEUTICALS INC SUB TEVA PHARMACEUTICALS USA
ENALAPRIL MALEATE|TABLET|ORAL|ENALAPRIL MALEATE|IVAX SUB TEVA PHARMS|20MG|A|075482|004||Aug 22, 2000|No|DISCN|IVAX PHARMACEUTICALS INC SUB TEVA PHARMACEUTICALS USA
ENALAPRIL MALEATE|TABLET|ORAL|ENALAPRIL MALEATE|IVAX SUB TEVA PHARMS|5MG|A|075482|002||Aug 22, 2000|No|DISCN|IVAX PHARMACEUTICALS INC SUB TEVA PHARMACEUTICALS USA
ENALAPRIL MALEATE|TABLET|ORAL|ENALAPRIL MALEATE|KRKA DD NOVO MESTO|10MG|A|075369|001|AB|Aug 22, 2000|No|RX|KRKA DD NOVO MESTO
ENALAPRIL MALEATE|TABLET|ORAL|ENALAPRIL MALEATE|KRKA DD NOVO MESTO|2.5MG|A|075370|001|AB|Aug 22, 2000|No|RX|KRKA DD NOVO MESTO
ENALAPRIL MALEATE|TABLET|ORAL|ENALAPRIL MALEATE|KRKA DD NOVO MESTO|20MG|A|075369|002|AB|Aug 22, 2000|No|RX|KRKA DD NOVO MESTO
ENALAPRIL MALEATE|TABLET|ORAL|ENALAPRIL MALEATE|KRKA DD NOVO MESTO|5MG|A|075370|002|AB|Aug 22, 2000|No|RX|KRKA DD NOVO MESTO
ENALAPRIL MALEATE|TABLET|ORAL|ENALAPRIL MALEATE|LEK PHARMS|10MG|A|075459|001|AB|Aug 22, 2000|No|RX|LEK PHARMACEUTICALS D D
ENALAPRIL MALEATE|TABLET|ORAL|ENALAPRIL MALEATE|LEK PHARMS|2.5MG|A|075496|001|AB|Aug 22, 2000|No|RX|LEK PHARMACEUTICALS D D
ENALAPRIL MALEATE|TABLET|ORAL|ENALAPRIL MALEATE|LEK PHARMS|20MG|A|075459|002|AB|Aug 22, 2000|No|RX|LEK PHARMACEUTICALS D D
ENALAPRIL MALEATE|TABLET|ORAL|ENALAPRIL MALEATE|LEK PHARMS|5MG|A|075496|002|AB|Aug 22, 2000|No|RX|LEK PHARMACEUTICALS D D
ENALAPRIL MALEATE|TABLET|ORAL|ENALAPRIL MALEATE|MYLAN|10MG|A|075480|003|AB|Aug 22, 2000|No|RX|MYLAN PHARMACEUTICALS INC
ENALAPRIL MALEATE|TABLET|ORAL|ENALAPRIL MALEATE|MYLAN|2.5MG|A|075480|001|AB|Aug 22, 2000|No|RX|MYLAN PHARMACEUTICALS INC
ENALAPRIL MALEATE|TABLET|ORAL|ENALAPRIL MALEATE|MYLAN|20MG|A|075480|004|AB|Aug 22, 2000|No|RX|MYLAN PHARMACEUTICALS INC
ENALAPRIL MALEATE|TABLET|ORAL|ENALAPRIL MALEATE|MYLAN|5MG|A|075480|002|AB|Aug 22, 2000|No|RX|MYLAN PHARMACEUTICALS INC
ENALAPRIL MALEATE|TABLET|ORAL|ENALAPRIL MALEATE|RANBAXY|10MG|A|075556|003|AB|Aug 22, 2000|No|RX|RANBAXY LABORATORIES LTD
ENALAPRIL MALEATE|TABLET|ORAL|ENALAPRIL MALEATE|RANBAXY|2.5MG|A|075556|001|AB|Aug 22, 2000|No|RX|RANBAXY LABORATORIES LTD
ENALAPRIL MALEATE|TABLET|ORAL|ENALAPRIL MALEATE|RANBAXY|20MG|A|075556|004|AB|Aug 22, 2000|No|RX|RANBAXY LABORATORIES LTD
ENALAPRIL MALEATE|TABLET|ORAL|ENALAPRIL MALEATE|RANBAXY|5MG|A|075556|002|AB|Aug 22, 2000|No|RX|RANBAXY LABORATORIES LTD
ENALAPRIL MALEATE|TABLET|ORAL|ENALAPRIL MALEATE|SANDOZ|10MG|A|075048|003||Aug 22, 2000|No|DISCN|SANDOZ INC
ENALAPRIL MALEATE|TABLET|ORAL|ENALAPRIL MALEATE|SANDOZ|10MG|A|075621|003|AB|Aug 22, 2000|No|RX|SANDOZ INC
ENALAPRIL MALEATE|TABLET|ORAL|ENALAPRIL MALEATE|SANDOZ|2.5MG|A|075048|001||Aug 22, 2000|No|DISCN|SANDOZ INC
ENALAPRIL MALEATE|TABLET|ORAL|ENALAPRIL MALEATE|SANDOZ|2.5MG|A|075621|001|AB|Aug 22, 2000|No|RX|SANDOZ INC
ENALAPRIL MALEATE|TABLET|ORAL|ENALAPRIL MALEATE|SANDOZ|20MG|A|075048|004||Aug 22, 2000|No|DISCN|SANDOZ INC
ENALAPRIL MALEATE|TABLET|ORAL|ENALAPRIL MALEATE|SANDOZ|20MG|A|075621|004|AB|Aug 22, 2000|No|RX|SANDOZ INC
ENALAPRIL MALEATE|TABLET|ORAL|ENALAPRIL MALEATE|SANDOZ|5MG|A|075048|002||Aug 22, 2000|No|DISCN|SANDOZ INC
